state;action_reward;n_state
292&4|286&5|268&4|750&5|346&3|307&4|310&4|288&5|880&5|270&3|350&2|690&2;689&3|335&3|895&2|294&3;292&4|286&5|268&4|750&5|346&3|307&4|310&4|288&5|880&5|270&3|350&2|690&2|689&3|335&3|895&2|294&3
17&4|213&3|195&3|294&1|111&3|724&2|642&4|772&3|338&1|200&5|38&3|525&4;225&1|321&3|866&1|393&3;17&4|213&3|195&3|294&1|111&3|724&2|642&4|772&3|338&1|200&5|38&3|525&4|225&1|321&3|866&1|393&3
660&4|250&4|678&3|496&5|175&5|528&4|134&5|524&5|188&4|7&5|529&5|9&5;216&3|956&4|68&4|423&3;660&4|250&4|678&3|496&5|175&5|528&4|134&5|524&5|188&4|7&5|529&5|9&5|216&3|956&4|68&4|423&3
879&5|269&3|751&3|682&3|313&5|750&3|267&4|689&3|338&2|302&4|306&4|346&3;358&3|259&2|261&3|880&4;879&5|269&3|751&3|682&3|313&5|750&3|267&4|689&3|338&2|302&4|306&4|346&3|358&3|259&2|261&3|880&4
250&1|117&5|597&3|3&3|50&4|685&3|111&3|93&3|25&3|118&2|268&5|276&4;407&4|476&1|1051&4|274&4;250&1|117&5|597&3|3&3|50&4|685&3|111&3|93&3|25&3|118&2|268&5|276&4|407&4|476&1|1051&4|274&4
204&3|7&2|924&1|393&2|60&5|462&5|792&4|176&4|89&4|386&3|1187&3|588&1;809&1|720&1|12&3|23&5;204&3|7&2|924&1|393&2|60&5|462&5|792&4|176&4|89&4|386&3|1187&3|588&1|809&1|720&1|12&3|23&5
12&4|737&4|173&5|88&4|98&5|949&4|514&5|517&5|258&3|156&4|502&4|402&3;269&4|148&1|659&5|611&4;12&4|737&4|173&5|88&4|98&5|949&4|514&5|517&5|258&3|156&4|502&4|402&3|269&4|148&1|659&5|611&4
13&4|933&3|1163&5|977&2|523&2|250&4|324&4|325&5|322&3|929&3|1093&3|1057&3;270&4|268&4|112&3|983&3;13&4|933&3|1163&5|977&2|523&2|250&4|324&4|325&5|322&3|929&3|1093&3|1057&3|270&4|268&4|112&3|983&3
325&4|156&3|651&5|500&3|270&4|332&4|260&3|91&4|127&4|328&3|288&2|216&4;432&5|187&3|176&4|222&5;325&4|156&3|651&5|500&3|270&4|332&4|260&3|91&4|127&4|328&3|288&2|216&4|432&5|187&3|176&4|222&5
265&5|496&5|99&5|304&5|414&4|315&4|478&5|197&5|282&5|135&3|427&5|117&4;234&4|1028&4|210&4|1204&4;265&5|496&5|99&5|304&5|414&4|315&4|478&5|197&5|282&5|135&3|427&5|117&4|234&4|1028&4|210&4|1204&4
55&4|195&1|156&4|22&4|293&3|213&3|27&1|89&4|182&3|248&3|223&5|603&5;243&1|485&3|423&3|31&3;55&4|195&1|156&4|22&4|293&3|213&3|27&1|89&4|182&3|248&3|223&5|603&5|243&1|485&3|423&3|31&3
288&4|289&3|294&5|321&2|319&3|687&1|690&4|325&4|262&3|678&4|261&2|286&5;875&3|988&2|1048&5|948&4;288&4|289&3|294&5|321&2|319&3|687&1|690&4|325&4|262&3|678&4|261&2|286&5|875&3|988&2|1048&5|948&4
1074&4|709&3|408&5|435&3|15&4|421&4|403&3|97&5|208&4|658&4|216&5|732&5;259&4|65&3|265&4|680&1;1074&4|709&3|408&5|435&3|15&4|421&4|403&3|97&5|208&4|658&4|216&5|732&5|259&4|65&3|265&4|680&1
475&3|276&5|125&4|300&3|287&5|991&3|10&4|15&3|471&3|270&4|129&4|744&4;473&4|121&4|628&5|823&3;475&3|276&5|125&4|300&3|287&5|991&3|10&4|15&3|471&3|270&4|129&4|744&4|473&4|121&4|628&5|823&3
410&3|235&2|79&4|710&5|68&1|1270&1|1048&4|42&5|77&1|412&4|218&3|238&3;145&1|122&2|231&1|739&4;410&3|235&2|79&4|710&5|68&1|1270&1|1048&4|42&5|77&1|412&4|218&3|238&3|145&1|122&2|231&1|739&4
243&3|289&4|898&1|9&3|300&4|270&5|750&4|877&1|751&5|259&2|988&3|310&4;266&2|901&1|680&2|890&4;243&3|289&4|898&1|9&3|300&4|270&5|750&4|877&1|751&5|259&2|988&3|310&4|266&2|901&1|680&2|890&4
199&5|269&3|863&2|527&5|631&5|645&3|286&4|318&5|268&5|197&5|427&4|515&4;423&4|511&4|87&5|735&4;199&5|269&3|863&2|527&5|631&5|645&3|286&4|318&5|268&5|197&5|427&4|515&4|423&4|511&4|87&5|735&4
871&2|227&3|222&5|204&5|281&2|433&4|174&5|597&3|191&4|781&4|64&5|946&4;167&3|720&3|158&3|372&3;871&2|227&3|222&5|204&5|281&2|433&4|174&5|597&3|191&4|781&4|64&5|946&4|167&3|720&3|158&3|372&3
1094&1|812&4|699&5|1503&3|120&3|274&3|41&5|90&2|655&4|282&5|65&4|535&4;1520&3|468&4|731&4|562&4;1094&1|812&4|699&5|1503&3|120&3|274&3|41&5|90&2|655&4|282&5|65&4|535&4|1520&3|468&4|731&4|562&4
876&2|261&2|678&4|258&4|324&1|286&3|259&2|333&3|873&3|313&5|300&5|687&2;881&2|330&2|457&2|1025&3;876&2|261&2|678&4|258&4|324&1|286&3|259&2|333&3|873&3|313&5|300&5|687&2|881&2|330&2|457&2|1025&3
1&4|368&3|132&4|181&5|829&3|214&5|758&2|56&5|249&4|288&3|931&3|25&4;222&5|172&5|410&3|772&4;1&4|368&3|132&4|181&5|829&3|214&5|758&2|56&5|249&4|288&3|931&3|25&4|222&5|172&5|410&3|772&4
347&4|258&3|271&2|538&3|333&5|328&2|288&5|313&5|324&3|301&2|286&4|315&3;748&1|316&3|751&1|343&4;347&4|258&3|271&2|538&3|333&5|328&2|288&5|313&5|324&3|301&2|286&4|315&3|748&1|316&3|751&1|343&4
283&3|744&4|19&5|253&5|124&4|116&5|100&5|275&4|847&4|15&3|286&4|1068&2;508&5|285&5|936&5|269&4;283&3|744&4|19&5|253&5|124&4|116&5|100&5|275&4|847&4|15&3|286&4|1068&2|508&5|285&5|936&5|269&4
69&1|527&4|300&2|172&5|919&4|154&4|321&2|260&2|161&3|270&1|59&4|204&3;1218&4|878&1|469&4|948&2;69&1|527&4|300&2|172&5|919&4|154&4|321&2|260&2|161&3|270&1|59&4|204&3|1218&4|878&1|469&4|948&2
321&4|682&2|1020&3|175&5|340&3|136&5|514&5|328&2|306&3|1021&3|519&4|79&2;153&4|611&4|124&4|498&4;321&4|682&2|1020&3|175&5|340&3|136&5|514&5|328&2|306&3|1021&3|519&4|79&2|153&4|611&4|124&4|498&4
268&3|558&4|855&3|1159&5|582&5|1266&4|863&5|1524&5|1005&4|8&5|639&4|1006&5;318&5|132&5|174&1|208&2;268&3|558&4|855&3|1159&5|582&5|1266&4|863&5|1524&5|1005&4|8&5|639&4|1006&5|318&5|132&5|174&1|208&2
250&3|223&5|272&4|488&5|318&4|68&3|515&4|479&4|95&3|216&3|405&3|127&4;1108&4|561&2|810&3|1426&4;250&3|223&5|272&4|488&5|318&4|68&3|515&4|479&4|95&3|216&3|405&3|127&4|1108&4|561&2|810&3|1426&4
606&2|490&3|191&2|433&4|300&4|1063&2|131&4|654&1|28&2|187&2|603&4|709&4;283&2|121&2|505&2|568&2;606&2|490&3|191&2|433&4|300&4|1063&2|131&4|654&1|28&2|187&2|603&4|709&4|283&2|121&2|505&2|568&2
511&4|231&3|204&4|755&3|568&3|209&4|225&3|951&2|188&3|233&3|257&3|121&4;211&3|269&2|916&3|517&3;511&4|231&3|204&4|755&3|568&3|209&4|225&3|951&2|188&3|233&3|257&3|121&4|211&3|269&2|916&3|517&3
316&3|269&3|302&3|903&2|270&3|301&3|312&1|875&2|303&4|750&2|340&3|344&4;338&3|322&1|326&1|689&2;316&3|269&3|302&3|903&2|270&3|301&3|312&1|875&2|303&4|750&2|340&3|344&4|338&3|322&1|326&1|689&2
688&4|678&1|294&4|235&4|295&3|326&1|328&4|1152&4|127&4|1534&1|242&4|988&1;1016&4|151&4|225&4|825&5;688&4|678&1|294&4|235&4|295&3|326&1|328&4|1152&4|127&4|1534&1|242&4|988&1|1016&4|151&4|225&4|825&5
1&4|13&3|294&4|150&5|243&1|100&4|137&4|9&3|111&3|286&3|221&2|323&1;151&4|117&3|222&3|471&2;1&4|13&3|294&4|150&5|243&1|100&4|137&4|9&3|111&3|286&3|221&2|323&1|151&4|117&3|222&3|471&2
288&4|748&3|118&5|9&2|819&2|926&4|471&4|322&3|50&5|1&4|259&1|764&2;1047&3|293&4|845&4|147&3;288&4|748&3|118&5|9&2|819&2|926&4|471&4|322&3|50&5|1&4|259&1|764&2|1047&3|293&4|845&4|147&3
657&5|176&5|173&5|511&5|132&4|248&4|226&4|199&5|515&4|48&5|58&5|24&4;462&3|429&5|419&4|525&5;657&5|176&5|173&5|511&5|132&4|248&4|226&4|199&5|515&4|48&5|58&5|24&4|462&3|429&5|419&4|525&5
277&4|257&4|288&3|13&4|306&4|285&5|255&4|315&1|280&3|312&3|25&4|294&1;309&1|310&4|283&5|272&5;277&4|257&4|288&3|13&4|306&4|285&5|255&4|315&1|280&3|312&3|25&4|294&1|309&1|310&4|283&5|272&5
29&3|286&5|756&3|559&4|735&4|234&4|1042&3|694&3|747&3|591&4|257&4|213&5;807&3|1523&2|255&4|596&5;29&3|286&5|756&3|559&4|735&4|234&4|1042&3|694&3|747&3|591&4|257&4|213&5|807&3|1523&2|255&4|596&5
331&4|1&5|332&3|255&4|298&5|300&5|270&5|538&4|283&3|9&5|250&4|327&4;846&5|1033&4|127&4|50&5;331&4|1&5|332&3|255&4|298&5|300&5|270&5|538&4|283&3|9&5|250&4|327&4|846&5|1033&4|127&4|50&5
287&4|408&5|169&5|735&2|57&1|126&4|275&5|13&4|423&2|685&3|302&5|589&4;651&3|430&5|304&4|69&2;287&4|408&5|169&5|735&2|57&1|126&4|275&5|13&4|423&2|685&3|302&5|589&4|651&3|430&5|304&4|69&2
1022&2|1472&2|198&3|1462&5|1129&5|137&4|100&5|462&4|116&3|70&4|676&4|1010&4;1008&5|405&3|936&4|221&3;1022&2|1472&2|198&3|1462&5|1129&5|137&4|100&5|462&4|116&3|70&4|676&4|1010&4|1008&5|405&3|936&4|221&3
318&5|173&3|89&5|200&5|182&4|42&1|91&5|194&2|478&2|23&5|525&2|474&4;170&5|181&5|100&5|265&5;318&5|173&3|89&5|200&5|182&4|42&1|91&5|194&2|478&2|23&5|525&2|474&4|170&5|181&5|100&5|265&5
202&4|644&4|286&5|269&5|869&4|792&5|237&5|69&4|180&4|153&4|631&4|191&5;274&4|762&5|535&4|280&3;202&4|644&4|286&5|269&5|869&4|792&5|237&5|69&4|180&4|153&4|631&4|191&5|274&4|762&5|535&4|280&3
451&4|340&3|582&2|1402&4|83&3|692&4|949&3|60&5|197&4|382&3|307&3|173&4;55&4|79&4|31&4|222&2;451&4|340&3|582&2|1402&4|83&3|692&4|949&3|60&5|197&4|382&3|307&3|173&4|55&4|79&4|31&4|222&2
195&4|499&4|216&4|1014&3|257&4|1109&2|39&3|658&3|591&3|762&4|508&4|229&2;1218&3|672&2|405&3|569&2;195&4|499&4|216&4|1014&3|257&4|1109&2|39&3|658&3|591&3|762&4|508&4|229&2|1218&3|672&2|405&3|569&2
222&4|234&4|432&2|64&5|201&5|597&4|225&3|95&5|210&4|153&5|404&4|228&5;665&3|231&3|473&4|229&4;222&4|234&4|432&2|64&5|201&5|597&4|225&3|95&5|210&4|153&5|404&4|228&5|665&3|231&3|473&4|229&4
495&5|732&5|234&4|568&4|1&5|323&1|132&5|318&5|699&4|196&4|690&5|316&5;163&5|416&5|176&5|1444&3;495&5|732&5|234&4|568&4|1&5|323&1|132&5|318&5|699&4|196&4|690&5|316&5|163&5|416&5|176&5|1444&3
521&5|640&3|197&5|11&4|286&2|1045&4|193&4|506&5|221&3|507&5|518&5|14&3;265&3|134&5|631&5|70&4;521&5|640&3|197&5|11&4|286&2|1045&4|193&4|506&5|221&3|507&5|518&5|14&3|265&3|134&5|631&5|70&4
226&4|273&5|121&5|11&3|249&2|177&3|318&3|779&3|82&2|185&2|183&4|679&3;756&1|468&3|28&3|358&4;226&4|273&5|121&5|11&3|249&2|177&3|318&3|779&3|82&2|185&2|183&4|679&3|756&1|468&3|28&3|358&4
433&4|712&3|1032&2|522&5|203&4|56&5|649&4|133&4|285&5|181&4|357&5|686&4;529&4|251&5|655&5|270&3;433&4|712&3|1032&2|522&5|203&4|56&5|649&4|133&4|285&5|181&4|357&5|686&4|529&4|251&5|655&5|270&3
44&3|952&3|511&4|100&4|431&2|24&4|582&4|875&4|15&2|660&4|176&5|196&4;401&3|138&1|229&3|697&4;44&3|952&3|511&4|100&4|431&2|24&4|582&4|875&4|15&2|660&4|176&5|196&4|401&3|138&1|229&3|697&4
327&3|873&1|300&3|990&2|323&1|303&3|1176&4|286&5|304&3|311&3|331&2|302&4;245&2|258&2|748&2|268&1;327&3|873&1|300&3|990&2|323&1|303&3|1176&4|286&5|304&3|311&3|331&2|302&4|245&2|258&2|748&2|268&1
272&4|114&4|12&5|258&3|257&4|190&5|479&4|462&4|615&4|483&3|485&4|863&4;234&4|89&4|654&4|96&4;272&4|114&4|12&5|258&3|257&4|190&5|479&4|462&4|615&4|483&3|485&4|863&4|234&4|89&4|654&4|96&4
56&5|995&3|143&3|432&5|358&1|695&3|1073&5|102&2|382&2|721&2|413&1|168&5;692&1|372&4|147&1|1081&3;56&5|995&3|143&3|432&5|358&1|695&3|1073&5|102&2|382&2|721&2|413&1|168&5|692&1|372&4|147&1|1081&3
427&5|478&5|510&5|136&5|286&4|482&5|237&5|215&5|245&2|566&4|98&5|705&5;604&5|1203&5|143&2|480&5;427&5|478&5|510&5|136&5|286&4|482&5|237&5|215&5|245&2|566&4|98&5|705&5|604&5|1203&5|143&2|480&5
300&3|328&1|344&1|362&1|315&2|346&2|313&3|331&3|301&2|304&4|750&2|333&5;288&5|1313&2|327&1|269&5;300&3|328&1|344&1|362&1|315&2|346&2|313&3|331&3|301&2|304&4|750&2|333&5|288&5|1313&2|327&1|269&5
313&3|347&1|1062&4|523&5|178&4|427&5|748&1|245&4|311&5|286&5|315&5|302&5;285&4|124&5|234&4|9&5;313&3|347&1|1062&4|523&5|178&4|427&5|748&1|245&4|311&5|286&5|315&5|302&5|285&4|124&5|234&4|9&5
990&3|1016&3|361&3|298&4|346&2|1014&2|750&4|1598&2|905&4|888&3|1013&3|1394&4;536&2|1160&2|1644&2|1605&2;990&3|1016&3|361&3|298&4|346&2|1014&2|750&4|1598&2|905&4|888&3|1013&3|1394&4|536&2|1160&2|1644&2|1605&2
90&4|246&3|94&3|382&3|384&3|386&3|8&3|206&2|132&3|173&4|411&4|58&4;627&3|501&4|531&4|196&4;90&4|246&3|94&3|382&3|384&3|386&3|8&3|206&2|132&3|173&4|411&4|58&4|627&3|501&4|531&4|196&4
771&4|1139&5|1053&4|577&3|877&3|200&4|720&5|1210&3|50&5|780&4|928&4|95&3;578&5|475&5|3&5|28&5;771&4|1139&5|1053&4|577&3|877&3|200&4|720&5|1210&3|50&5|780&4|928&4|95&3|578&5|475&5|3&5|28&5
396&2|204&3|780&4|376&3|384&3|88&4|790&3|66&3|154&3|94&4|70&2|85&1;159&3|1207&3|1090&3|636&4;396&2|204&3|780&4|376&3|384&3|88&4|790&3|66&3|154&3|94&4|70&2|85&1|159&3|1207&3|1090&3|636&4
350&1|333&1|640&2|433&4|1214&1|70&2|854&1|746&4|650&2|1009&2|652&4|55&5;298&5|849&2|571&1|370&3;350&1|333&1|640&2|433&4|1214&1|70&2|854&1|746&4|650&2|1009&2|652&4|55&5|298&5|849&2|571&1|370&3
233&3|98&5|475&4|12&4|449&3|173&4|325&4|260&3|943&3|288&3|185&4|228&4;554&3|54&3|38&3|1046&3;233&3|98&5|475&4|12&4|449&3|173&4|325&4|260&3|943&3|288&3|185&4|228&4|554&3|54&3|38&3|1046&3
127&5|713&2|307&3|258&5|651&4|188&3|23&2|504&3|215&5|33&2|101&3|679&3;798&2|887&2|1112&3|20&1;127&5|713&2|307&3|258&5|651&4|188&3|23&2|504&3|215&5|33&2|101&3|679&3|798&2|887&2|1112&3|20&1
111&4|86&3|648&4|523&4|174&4|1021&2|511&5|481&3|434&3|265&5|519&5|170&4;191&4|657&5|190&5|661&5;111&4|86&3|648&4|523&4|174&4|1021&2|511&5|481&3|434&3|265&5|519&5|170&4|191&4|657&5|190&5|661&5
1254&3|239&5|173&5|58&5|31&5|310&3|526&4|210&5|193&4|393&2|109&4|523&4;423&1|1618&1|203&4|402&4;1254&3|239&5|173&5|58&5|31&5|310&3|526&4|210&5|193&4|393&2|109&4|523&4|423&1|1618&1|203&4|402&4
1399&2|245&4|750&3|831&3|300&4|121&4|597&4|1034&3|930&3|345&4|344&4|302&3;323&3|181&4|50&4|117&4;1399&2|245&4|750&3|831&3|300&4|121&4|597&4|1034&3|930&3|345&4|344&4|302&3|323&3|181&4|50&4|117&4
215&2|12&4|128&2|432&3|196&4|173&3|268&4|304&2|234&5|591&3|222&3|1398&4;36&1|823&3|380&1|1010&3;215&2|12&4|128&2|432&3|196&4|173&3|268&4|304&2|234&5|591&3|222&3|1398&4|36&1|823&3|380&1|1010&3
321&5|881&4|294&5|333&5|876&3|678&4|873&3|304&4|878&4|879&5|289&5|323&4;339&5|326&5|269&5|331&4;321&5|881&4|294&5|333&5|876&3|678&4|873&3|304&4|878&4|879&5|289&5|323&4|339&5|326&5|269&5|331&4
249&3|741&5|124&4|293&4|591&3|294&3|1007&4|100&5|475&5|1&3|137&2|129&5;150&5|111&3|151&2|1017&3;249&3|741&5|124&4|293&4|591&3|294&3|1007&4|100&5|475&5|1&3|137&2|129&5|150&5|111&3|151&2|1017&3
660&3|187&5|657&3|210&5|70&2|419&4|216&4|508&3|79&4|520&4|174&5|427&3;515&3|98&1|208&3|385&4;660&3|187&5|657&3|210&5|70&2|419&4|216&4|508&3|79&4|520&4|174&5|427&3|515&3|98&1|208&3|385&4
9&5|640&2|89&3|371&5|614&4|47&5|483&5|506&5|509&4|418&4|276&5|923&4;568&5|257&4|806&4|208&4;9&5|640&2|89&3|371&5|614&4|47&5|483&5|506&5|509&4|418&4|276&5|923&4|568&5|257&4|806&4|208&4
38&2|732&4|554&2|194&4|480&4|272&4|652&3|923&3|190&5|58&2|610&2|177&3;139&1|64&3|506&3|217&2;38&2|732&4|554&2|194&4|480&4|272&4|652&3|923&3|190&5|58&2|610&2|177&3|139&1|64&3|506&3|217&2
136&4|588&3|715&2|64&4|162&3|385&3|357&4|168&5|238&4|177&3|170&5|69&4;404&4|577&1|226&3|843&3;136&4|588&3|715&2|64&4|162&3|385&3|357&4|168&5|238&4|177&3|170&5|69&4|404&4|577&1|226&3|843&3
82&4|655&5|185&5|709&4|178&5|302&4|182&5|695&3|197&5|521&4|711&4|519&5;504&5|238&4|617&5|703&5;82&4|655&5|185&5|709&4|178&5|302&4|182&5|695&3|197&5|521&4|711&4|519&5|504&5|238&4|617&5|703&5
480&5|657&5|245&4|969&2|83&3|482&5|195&4|222&4|174&4|474&3|949&2|515&2;8&4|191&4|232&3|484&5;480&5|657&5|245&4|969&2|83&3|482&5|195&4|222&4|174&4|474&3|949&2|515&2|8&4|191&4|232&3|484&5
166&4|752&2|181&3|1073&5|512&5|238&4|721&3|872&2|175&5|23&5|213&4|1039&4;32&4|20&4|173&4|8&4;166&4|752&2|181&3|1073&5|512&5|238&4|721&3|872&2|175&5|23&5|213&4|1039&4|32&4|20&4|173&4|8&4
321&3|172&4|478&4|496&4|45&3|753&3|71&2|302&5|98&5|269&4|258&4|96&4;195&4|213&4|479&4|23&5;321&3|172&4|478&4|496&4|45&3|753&3|71&2|302&5|98&5|269&4|258&4|96&4|195&4|213&4|479&4|23&5
22&3|479&5|537&3|323&1|324&3|56&2|246&4|125&3|355&2|268&3|269&3|480&5;190&3|490&5|462&5|482&4;22&3|479&5|537&3|323&1|324&3|56&2|246&4|125&3|355&2|268&3|269&3|480&5|190&3|490&5|462&5|482&4
50&5|321&2|65&4|115&2|1379&3|937&2|709&4|8&3|647&5|633&4|168&5|83&3;482&4|705&2|202&3|708&4;50&5|321&2|65&4|115&2|1379&3|937&2|709&4|8&3|647&5|633&4|168&5|83&3|482&4|705&2|202&3|708&4
405&3|248&4|282&4|129&4|150&4|117&4|9&3|181&4|597&3|294&5|222&3|250&4;742&3|979&3|823&3|591&4;405&3|248&4|282&4|129&4|150&4|117&4|9&3|181&4|597&3|294&5|222&3|250&4|742&3|979&3|823&3|591&4
732&4|372&1|49&3|346&1|999&4|194&5|1249&3|434&4|205&5|294&4|763&3|222&5;1000&3|1036&2|1037&2|1246&2;732&4|372&1|49&3|346&1|999&4|194&5|1249&3|434&4|205&5|294&4|763&3|222&5|1000&3|1036&2|1037&2|1246&2
210&5|300&4|328&4|22&5|748&2|211&2|172&4|527&4|515&5|423&5|603&5|326&3;132&3|143&4|99&2|82&5;210&5|300&4|328&4|22&5|748&2|211&2|172&4|527&4|515&5|423&5|603&5|326&3|132&3|143&4|99&2|82&5
222&3|48&4|144&4|423&4|28&3|202&3|180&3|50&5|174&4|651&4|181&5|173&5;79&3|318&4|168&3|73&3;222&3|48&4|144&4|423&4|28&3|202&3|180&3|50&5|174&4|651&4|181&5|173&5|79&3|318&4|168&3|73&3
419&2|269&5|302&5|292&5|12&5|260&2|318&5|523&5|900&2|210&4|357&5|657&5;187&5|180&5|429&4|170&5;419&2|269&5|302&5|292&5|12&5|260&2|318&5|523&5|900&2|210&4|357&5|657&5|187&5|180&5|429&4|170&5
1021&5|517&4|403&5|96&4|634&3|785&3|584&3|1404&3|194&3|1045&5|59&5|127&5;81&5|805&4|589&5|952&3;1021&5|517&4|403&5|96&4|634&3|785&3|584&3|1404&3|194&3|1045&5|59&5|127&5|81&5|805&4|589&5|952&3
289&3|269&5|258&4|288&3|262&3|292&3|321&3|313&3|302&4|340&4|303&3|300&3;322&2|245&3|294&3|325&1;289&3|269&5|258&4|288&3|262&3|292&3|321&3|313&3|302&4|340&4|303&3|300&3|322&2|245&3|294&3|325&1
208&5|448&2|102&3|195&5|667&2|1065&3|654&5|489&4|98&4|172&5|204&4|187&5;403&1|1149&5|404&4|168&5;208&5|448&2|102&3|195&5|667&2|1065&3|654&5|489&4|98&4|172&5|204&4|187&5|403&1|1149&5|404&4|168&5
157&3|223&4|205&4|212&5|245&5|527&4|100&1|521&5|1&4|286&2|180&5|509&4;204&5|818&5|522&5|652&5;157&3|223&4|205&4|212&5|245&5|527&4|100&1|521&5|1&4|286&2|180&5|509&4|204&5|818&5|522&5|652&5
315&4|286&2|333&5|294&3|322&4|313&5|326&5|307&4|331&5|328&4|323&3|258&3;325&5|347&5|271&4|682&3;315&4|286&2|333&5|294&3|322&4|313&5|326&5|307&4|331&5|328&4|323&3|258&3|325&5|347&5|271&4|682&3
336&2|678&2|332&5|321&2|347&5|748&1|689&5|258&4|350&5|302&5|245&4|333&5;1025&2|683&1|264&1|323&2;336&2|678&2|332&5|321&2|347&5|748&1|689&5|258&4|350&5|302&5|245&4|333&5|1025&2|683&1|264&1|323&2
340&5|523&4|568&2|7&3|58&4|715&4|402&3|766&3|735&3|66&4|596&4|313&4;223&4|153&3|1396&4|488&5;340&5|523&4|568&2|7&3|58&4|715&4|402&3|766&3|735&3|66&4|596&4|313&4|223&4|153&3|1396&4|488&5
117&3|313&5|307&5|269&2|898&5|271&5|334&5|879&5|352&1|181&5|245&5|222&5;257&5|118&5|1034&5|405&5;117&3|313&5|307&5|269&2|898&5|271&5|334&5|879&5|352&1|181&5|245&5|222&5|257&5|118&5|1034&5|405&5
678&3|121&4|472&3|151&3|288&4|100&4|258&5|748&4|252&3|118&4|181&4|515&5;411&3|1047&3|237&4|620&3;678&3|121&4|472&3|151&3|288&4|100&4|258&5|748&4|252&3|118&4|181&4|515&5|411&3|1047&3|237&4|620&3
553&3|284&3|300&5|531&4|331&4|299&2|798&2|270&2|144&4|447&2|51&3|11&3;916&2|272&5|31&4|1313&4;553&3|284&3|300&5|531&4|331&4|299&2|798&2|270&2|144&4|447&2|51&3|11&3|916&2|272&5|31&4|1313&4
467&4|1046&1|26&3|455&2|546&1|729&2|7&3|88&3|956&3|125&2|404&4|471&3;780&3|158&2|401&1|433&3;467&4|1046&1|26&3|455&2|546&1|729&2|7&3|88&3|956&3|125&2|404&4|471&3|780&3|158&2|401&1|433&3
949&4|845&1|204&5|72&3|1017&5|49&4|407&1|85&3|1079&1|67&4|1074&5|1048&4;546&3|276&4|124&1|284&4;949&4|845&1|204&5|72&3|1017&5|49&4|407&1|85&3|1079&1|67&4|1074&5|1048&4|546&3|276&4|124&1|284&4
781&3|87&3|713&4|50&5|154&3|190&4|588&4|185&5|724&3|197&3|204&3|111&3;91&4|576&4|7&4|378&4;781&3|87&3|713&4|50&5|154&3|190&4|588&4|185&5|724&3|197&3|204&3|111&3|91&4|576&4|7&4|378&4
242&3|9&5|257&4|129&4|285&4|475&5|14&4|25&4|327&3|1143&4|150&5|1142&5;116&5|256&4|20&3|275&5;242&3|9&5|257&4|129&4|285&4|475&5|14&4|25&4|327&3|1143&4|150&5|1142&5|116&5|256&4|20&3|275&5
193&4|225&1|740&4|763&2|1110&3|997&1|455&3|742&5|904&2|63&4|208&5|205&3;38&5|443&2|62&5|231&2;193&4|225&1|740&4|763&2|1110&3|997&1|455&3|742&5|904&2|63&4|208&5|205&3|38&5|443&2|62&5|231&2
143&2|116&5|690&3|845&3|190&4|410&3|100&3|245&3|45&4|148&1|244&4|411&1;705&2|153&2|64&4|176&3;143&2|116&5|690&3|845&3|190&4|410&3|100&3|245&3|45&4|148&1|244&4|411&1|705&2|153&2|64&4|176&3
385&4|68&5|176&4|825&2|222&3|24&4|79&4|118&2|831&2|827&3|55&3|7&4;1027&3|540&2|89&4|233&4;385&4|68&5|176&4|825&2|222&3|24&4|79&4|118&2|831&2|827&3|55&3|7&4|1027&3|540&2|89&4|233&4
269&5|137&5|117&4|258&5|313&2|515&5|275&4|116&5|744&5|847&4|475&4|1142&4;525&5|747&4|89&4|42&3;269&5|137&5|117&4|258&5|313&2|515&5|275&4|116&5|744&5|847&4|475&4|1142&4|525&5|747&4|89&4|42&3
172&4|211&3|588&4|506&3|215&3|479&5|603&5|709&5|168&4|82&2|199&3|627&3;419&5|473&3|383&3|203&4;172&4|211&3|588&4|506&3|215&3|479&5|603&5|709&5|168&4|82&2|199&3|627&3|419&5|473&3|383&3|203&4
67&4|433&2|435&3|1093&1|42&5|238&3|214&3|79&5|9&5|232&3|685&2|1324&2;1435&3|1046&2|1231&3|117&2;67&4|433&2|435&3|1093&1|42&5|238&3|214&3|79&5|9&5|232&3|685&2|1324&2|1435&3|1046&2|1231&3|117&2
333&5|245&2|286&2|302&3|748&5|678&4|326&4|682&4|328&4|358&3|288&4|300&5;881&4|873&4|261&1|292&3;333&5|245&2|286&2|302&3|748&5|678&4|326&4|682&4|328&4|358&3|288&4|300&5|881&4|873&4|261&1|292&3
546&3|1028&4|790&4|229&4|393&4|167&4|435&5|152&4|27&4|802&4|300&3|1190&4;1177&1|1179&3|196&5|577&4;546&3|1028&4|790&4|229&4|393&4|167&4|435&5|152&4|27&4|802&4|300&3|1190&4|1177&1|1179&3|196&5|577&4
237&4|419&4|170&5|662&3|56&2|720&3|494&3|481&3|168&1|484&3|192&5|591&1;357&5|1275&1|378&1|320&1;237&4|419&4|170&5|662&3|56&2|720&3|494&3|481&3|168&1|484&3|192&5|591&1|357&5|1275&1|378&1|320&1
174&4|196&4|181&4|172&4|486&4|204&4|526&5|186&4|15&5|95&5|215&5|143&5;1133&5|946&5|274&4|662&2;174&4|196&4|181&4|172&4|486&4|204&4|526&5|186&4|15&5|95&5|215&5|143&5|1133&5|946&5|274&4|662&2
