state;action_reward;n_state
763&5|67&5|393&5|1028&5|22&5|1301&5|411&4|487&5|504&4|49&5|699&5|739&5;724&5|794&5|313&4|871&3|845&3|241&4|272&5|255&5|220&5|783&4;763&5|67&5|393&5|1028&5|22&5|1301&5|411&4|487&5|504&4|49&5|699&5|739&5|724&5|794&5|313&4|871&3|845&3|241&4|272&5|255&5|220&5|783&4
284&4|652&4|475&4|134&5|211&4|688&1|198&5|1142&5|268&4|257&5|23&5|1007&4;659&5|462&4|114&5|180&5|504&5|272&5|659&5|209&4|484&4|427&5;284&4|652&4|475&4|134&5|211&4|688&1|198&5|1142&5|268&4|257&5|23&5|1007&4|659&5|462&4|114&5|180&5|504&5|272&5|659&5|209&4|484&4|427&5
58&5|1014&4|458&2|321&2|88&2|676&4|591&3|238&3|1012&4|527&4|531&3|297&4;689&2|313&5|343&4|892&3|305&4|201&4|690&3|272&5|331&4|539&3;58&5|1014&4|458&2|321&2|88&2|676&4|591&3|238&3|1012&4|527&4|531&3|297&4|689&2|313&5|343&4|892&3|305&4|201&4|690&3|272&5|331&4|539&3
480&4|661&5|519&4|31&4|195&4|193&4|523&4|177&5|614&4|211&5|238&3|484&4;179&4|419&4|684&4|1263&3|52&4|226&3|216&4|176&5|521&3|179&4;480&4|661&5|519&4|31&4|195&4|193&4|523&4|177&5|614&4|211&5|238&3|484&4|179&4|419&4|684&4|1263&3|52&4|226&3|216&4|176&5|521&3|179&4
72&3|476&2|959&1|97&2|367&4|483&4|209&2|39&3|187&4|121&3|105&2|575&1;403&3|834&1|161&2|568&2|227&1|1228&1|441&2|840&3|597&1|403&3;72&3|476&2|959&1|97&2|367&4|483&4|209&2|39&3|187&4|121&3|105&2|575&1|403&3|834&1|161&2|568&2|227&1|1228&1|441&2|840&3|597&1|403&3
381&3|492&5|1296&4|269&4|180&4|175&3|461&3|304&2|344&4|289&3|607&4|496&5;662&3|679&2|662&3|152&2|131&5|214&2|611&3|185&4|214&2|211&5;381&3|492&5|1296&4|269&4|180&4|175&3|461&3|304&2|344&4|289&3|607&4|496&5|662&3|679&2|662&3|152&2|131&5|214&2|611&3|185&4|214&2|211&5
181&4|496&3|47&3|484&4|657&4|174&4|124&4|45&4|1039&3|69&2|194&3|462&4;964&4|964&4|357&4|64&4|964&4|64&4|357&4|32&2|32&2|32&2;181&4|496&3|47&3|484&4|657&4|174&4|124&4|45&4|1039&3|69&2|194&3|462&4|964&4|964&4|357&4|64&4|964&4|64&4|357&4|32&2|32&2|32&2
246&4|475&3|591&4|273&2|276&5|268&4|100&3|13&3|14&5|237&5|242&5|895&3;93&4|257&4|282&3|290&4|240&3|93&4|93&4|257&4|257&4|121&2;246&4|475&3|591&4|273&2|276&5|268&4|100&3|13&3|14&5|237&5|242&5|895&3|93&4|257&4|282&3|290&4|240&3|93&4|93&4|257&4|257&4|121&2
109&2|151&5|282&4|820&2|304&3|1047&2|246&4|1165&1|508&5|952&5|475&5|979&3;1023&1|9&4|844&4|926&1|293&4|844&4|546&4|994&4|547&4|9&4;109&2|151&5|282&4|820&2|304&3|1047&2|246&4|1165&1|508&5|952&5|475&5|979&3|1023&1|9&4|844&4|926&1|293&4|844&4|546&4|994&4|547&4|9&4
475&3|956&4|159&1|510&3|95&2|432&5|645&3|1018&3|210&3|523&4|596&2|24&3;921&3|739&2|790&1|231&2|229&3|805&3|1015&2|748&2|362&2|542&1;475&3|956&4|159&1|510&3|95&2|432&5|645&3|1018&3|210&3|523&4|596&2|24&3|921&3|739&2|790&1|231&2|229&3|805&3|1015&2|748&2|362&2|542&1
183&2|258&5|278&4|237&3|216&2|50&3|845&5|172&3|71&4|65&2|125&4|365&5;451&5|723&2|1037&5|682&3|451&5|682&3|1037&5|66&2|1037&5|375&4;183&2|258&5|278&4|237&3|216&2|50&3|845&5|172&3|71&4|65&2|125&4|365&5|451&5|723&2|1037&5|682&3|451&5|682&3|1037&5|66&2|1037&5|375&4
328&2|270&3|754&2|294&3|331&3|150&2|127&4|302&5|343&3|332&2|875&3|312&2;742&3|408&5|1&5|123&3|845&5|123&3|121&2|125&2|1084&5|408&5;328&2|270&3|754&2|294&3|331&3|150&2|127&4|302&5|343&3|332&2|875&3|312&2|742&3|408&5|1&5|123&3|845&5|123&3|121&2|125&2|1084&5|408&5
386&3|721&1|385&4|97&4|476&3|376&3|833&4|402&3|477&3|194&5|734&3|118&3;762&4|1053&3|1415&2|151&4|248&4|310&3|1044&4|246&5|619&4|1496&4;386&3|721&1|385&4|97&4|476&3|376&3|833&4|402&3|477&3|194&5|734&3|118&3|762&4|1053&3|1415&2|151&4|248&4|310&3|1044&4|246&5|619&4|1496&4
126&5|280&5|819&4|24&4|866&5|270&5|412&2|245&4|1028&5|1048&2|304&5|147&5;1095&3|291&4|977&5|456&3|932&4|287&4|105&4|977&5|597&4|597&4;126&5|280&5|819&4|24&4|866&5|270&5|412&2|245&4|1028&5|1048&2|304&5|147&5|1095&3|291&4|977&5|456&3|932&4|287&4|105&4|977&5|597&4|597&4
520&5|1039&2|632&4|132&3|289&3|346&5|887&5|98&5|69&5|900&5|234&4|64&5;13&5|205&5|97&4|15&4|15&4|742&3|121&2|197&5|202&5|272&5;520&5|1039&2|632&4|132&3|289&3|346&5|887&5|98&5|69&5|900&5|234&4|64&5|13&5|205&5|97&4|15&4|15&4|742&3|121&2|197&5|202&5|272&5
284&4|323&2|127&5|288&5|100&4|237&5|347&4|333&5|326&4|298&4|275&3|148&4;628&5|151&4|287&2|628&5|15&4|628&5|762&4|15&4|255&3|13&2;284&4|323&2|127&5|288&5|100&4|237&5|347&4|333&5|326&4|298&4|275&3|148&4|628&5|151&4|287&2|628&5|15&4|628&5|762&4|15&4|255&3|13&2
475&5|271&4|3&3|508&4|268&4|15&3|300&3|748&3|1&4|328&3|121&3|269&4;472&4|597&3|369&1|826&3|841&2|1215&4|760&3|932&2|760&3|841&2;475&5|271&4|3&3|508&4|268&4|15&3|300&3|748&3|1&4|328&3|121&3|269&4|472&4|597&3|369&1|826&3|841&2|1215&4|760&3|932&2|760&3|841&2
269&2|315&4|313&4|304&4|271&4|687&3|302&3|310&3|332&3|1430&3|750&2|347&3;905&2|329&2|748&2|905&2|344&2|289&1|328&2|905&2|286&2|286&2;269&2|315&4|313&4|304&4|271&4|687&3|302&3|310&3|332&3|1430&3|750&2|347&3|905&2|329&2|748&2|905&2|344&2|289&1|328&2|905&2|286&2|286&2
302&4|55&1|96&5|245&4|1016&4|174&4|300&5|50&4|161&4|323&3|241&5|332&4;53&2|665&5|62&1|720&4|62&1|17&1|62&1|62&1|17&1|29&1;302&4|55&1|96&5|245&4|1016&4|174&4|300&5|50&4|161&4|323&3|241&5|332&4|53&2|665&5|62&1|720&4|62&1|17&1|62&1|62&1|17&1|29&1
258&4|1&1|117&3|988&1|989&1|7&4|687&1|116&5|276&4|948&1|408&5|9&5;111&3|111&3|1326&3|405&2|1326&3|1326&3|14&4|1354&1|405&2|1326&3;258&4|1&1|117&3|988&1|989&1|7&4|687&1|116&5|276&4|948&1|408&5|9&5|111&3|111&3|1326&3|405&2|1326&3|1326&3|14&4|1354&1|405&2|1326&3
145&3|367&4|151&3|172&4|13&4|196&2|387&3|747&3|181&4|526&3|629&4|250&4;191&3|227&3|219&1|219&1|549&3|257&3|541&4|541&4|222&4|404&4;145&3|367&4|151&3|172&4|13&4|196&2|387&3|747&3|181&4|526&3|629&4|250&4|191&3|227&3|219&1|219&1|549&3|257&3|541&4|541&4|222&4|404&4
292&3|323&4|50&5|118&2|7&2|276&3|455&4|281&3|255&3|813&4|458&5|950&4;1048&1|130&3|123&3|508&3|1048&1|696&2|508&3|1048&1|220&3|123&3;292&3|323&4|50&5|118&2|7&2|276&3|455&4|281&3|255&3|813&4|458&5|950&4|1048&1|130&3|123&3|508&3|1048&1|696&2|508&3|1048&1|220&3|123&3
751&4|487&5|16&3|483&5|59&3|792&5|283&5|505&5|129&3|317&4|281&2|914&2;255&2|1005&4|510&5|503&3|150&4|1005&4|500&5|503&3|588&4|44&4;751&4|487&5|16&3|483&5|59&3|792&5|283&5|505&5|129&3|317&4|281&2|914&2|255&2|1005&4|510&5|503&3|150&4|1005&4|500&5|503&3|588&4|44&4
387&4|476&2|180&5|175&5|483&5|228&5|118&2|137&4|569&3|528&3|69&5|77&3;449&5|188&4|631&4|231&5|81&5|747&4|1211&4|20&5|510&5|231&5;387&4|476&2|180&5|175&5|483&5|228&5|118&2|137&4|569&3|528&3|69&5|77&3|449&5|188&4|631&4|231&5|81&5|747&4|1211&4|20&5|510&5|231&5
748&5|174&5|323&2|483&5|258&4|204&4|328&5|243&1|531&5|1524&5|684&3|479&4;185&4|641&3|641&3|154&4|56&5|480&5|641&3|185&4|154&4|56&5;748&5|174&5|323&2|483&5|258&4|204&4|328&5|243&1|531&5|1524&5|684&3|479&4|185&4|641&3|641&3|154&4|56&5|480&5|641&3|185&4|154&4|56&5
362&1|1656&2|269&4|300&2|286&3|310&4|1176&3|327&2|345&3|689&3|690&1|313&3;752&2|307&3|347&4|752&2|344&5|344&5|898&3|752&2|1127&3|347&4;362&1|1656&2|269&4|300&2|286&3|310&4|1176&3|327&2|345&3|689&3|690&1|313&3|752&2|307&3|347&4|752&2|344&5|344&5|898&3|752&2|1127&3|347&4
302&4|325&1|1068&3|1010&2|91&2|47&4|1069&2|1245&3|744&3|12&3|92&3|421&2;1045&3|610&4|616&2|399&2|378&2|470&2|226&2|402&1|140&2|770&3;302&4|325&1|1068&3|1010&2|91&2|47&4|1069&2|1245&3|744&3|12&3|92&3|421&2|1045&3|610&4|616&2|399&2|378&2|470&2|226&2|402&1|140&2|770&3
222&4|148&2|245&3|286&3|235&3|357&5|597&2|215&3|559&3|972&4|306&5|173&5;132&4|288&4|191&5|844&1|298&4|191&5|1165&1|496&4|276&4|1082&2;222&4|148&2|245&3|286&3|235&3|357&5|597&2|215&3|559&3|972&4|306&5|173&5|132&4|288&4|191&5|844&1|298&4|191&5|1165&1|496&4|276&4|1082&2
880&2|307&3|288&2|289&3|321&4|322&3|334&3|359&3|748&2|688&2|326&2|883&3;888&1|269&4|286&3|269&4|311&2|311&2|303&2|302&4|303&2|303&2;880&2|307&3|288&2|289&3|321&4|322&3|334&3|359&3|748&2|688&2|326&2|883&3|888&1|269&4|286&3|269&4|311&2|311&2|303&2|302&4|303&2|303&2
210&4|71&4|419&5|1041&5|756&4|1035&4|1605&5|121&4|546&4|949&3|28&5|403&2;521&2|89&3|155&5|216&4|234&4|88&5|523&4|523&4|429&5|402&4;210&4|71&4|419&5|1041&5|756&4|1035&4|1605&5|121&4|546&4|949&3|28&5|403&2|521&2|89&3|155&5|216&4|234&4|88&5|523&4|523&4|429&5|402&4
191&4|135&4|77&5|676&5|64&5|70&1|28&4|956&4|736&4|239&5|356&5|15&5;393&4|514&4|185&4|185&4|185&4|185&4|1041&3|194&4|88&4|435&4;191&4|135&4|77&5|676&5|64&5|70&1|28&4|956&4|736&4|239&5|356&5|15&5|393&4|514&4|185&4|185&4|185&4|185&4|1041&3|194&4|88&4|435&4
308&4|690&3|259&3|269&3|243&2|323&4|286&5|343&2|748&4|691&2|313&5|898&4;350&4|349&4|22&5|349&4|538&4|538&4|312&5|538&4|312&5|22&5;308&4|690&3|259&3|269&3|243&2|323&4|286&5|343&2|748&4|691&2|313&5|898&4|350&4|349&4|22&5|349&4|538&4|538&4|312&5|538&4|312&5|22&5
546&4|427&4|151&3|827&1|249&5|98&5|181&5|756&2|147&4|742&5|187&5|1059&3;28&4|159&4|163&4|28&4|721&5|65&2|76&5|157&5|423&4|416&3;546&4|427&4|151&3|827&1|249&5|98&5|181&5|756&2|147&4|742&5|187&5|1059&3|28&4|159&4|163&4|28&4|721&5|65&2|76&5|157&5|423&4|416&3
170&3|238&3|274&5|264&3|260&1|886&2|323&4|1013&1|100&5|95&5|652&5|746&4;25&4|176&5|183&5|249&4|528&5|249&4|528&5|134&3|411&1|404&4;170&3|238&3|274&5|264&3|260&1|886&2|323&4|1013&1|100&5|95&5|652&5|746&4|25&4|176&5|183&5|249&4|528&5|249&4|528&5|134&3|411&1|404&4
179&3|170&2|283&3|171&3|512&4|855&4|165&4|638&4|59&3|86&2|60&3|919&3;198&4|509&3|529&4|529&4|509&3|509&3|531&3|509&3|198&4|509&3;179&3|170&2|283&3|171&3|512&4|855&4|165&4|638&4|59&3|86&2|60&3|919&3|198&4|509&3|529&4|529&4|509&3|509&3|531&3|509&3|198&4|509&3
515&5|449&4|25&3|15&5|127&3|250&3|227&5|121&5|1133&4|50&5|229&3|520&5;67&4|831&1|831&1|135&5|636&4|135&5|67&4|636&4|135&5|135&5;515&5|449&4|25&3|15&5|127&3|250&3|227&5|121&5|1133&4|50&5|229&3|520&5|67&4|831&1|831&1|135&5|636&4|135&5|67&4|636&4|135&5|135&5
82&4|44&3|1174&3|117&3|509&3|61&4|96&4|919&2|177&4|190&5|192&4|160&3;796&3|85&2|47&3|83&4|586&3|29&2|692&4|88&4|272&3|562&2;82&4|44&3|1174&3|117&3|509&3|61&4|96&4|919&2|177&4|190&5|192&4|160&3|796&3|85&2|47&3|83&4|586&3|29&2|692&4|88&4|272&3|562&2
690&4|258&4|304&5|269&4|313&4|302&4|286&5|937&3|904&5|340&4|292&5|751&2;301&5|345&4|339&5|339&5|339&5|339&5|301&5|339&5|339&5|339&5;690&4|258&4|304&5|269&4|313&4|302&4|286&5|937&3|904&5|340&4|292&5|751&2|301&5|345&4|339&5|339&5|339&5|339&5|301&5|339&5|339&5|339&5
914&5|902&1|272&5|750&1|339&1|316&5|340&4|333&5|916&5|538&4|305&4|347&3;895&5|893&2|690&1|271&1|690&1|307&3|690&1|346&3|307&3|345&1;914&5|902&1|272&5|750&1|339&1|316&5|340&4|333&5|916&5|538&4|305&4|347&3|895&5|893&2|690&1|271&1|690&1|307&3|690&1|346&3|307&3|345&1
201&2|196&3|567&1|708&2|232&2|8&1|659&3|453&2|168&1|52&3|182&4|468&2;1090&1|920&2|1079&1|413&1|122&1|240&1|920&2|293&1|293&1|866&1;201&2|196&3|567&1|708&2|232&2|8&1|659&3|453&2|168&1|52&3|182&4|468&2|1090&1|920&2|1079&1|413&1|122&1|240&1|920&2|293&1|293&1|866&1
660&5|246&1|109&3|318&5|111&4|172&4|151&4|302&5|408&5|291&4|210&5|189&4;597&4|269&4|82&5|468&4|4&4|54&3|82&5|1285&4|462&4|317&4;660&5|246&1|109&3|318&5|111&4|172&4|151&4|302&5|408&5|291&4|210&5|189&4|597&4|269&4|82&5|468&4|4&4|54&3|82&5|1285&4|462&4|317&4
48&4|514&3|304&2|209&4|168&5|218&3|199&5|173&4|145&1|603&3|498&5|189&4;652&2|684&3|97&4|192&4|191&4|310&2|191&4|196&3|727&4|79&5;48&4|514&3|304&2|209&4|168&5|218&3|199&5|173&4|145&1|603&3|498&5|189&4|652&2|684&3|97&4|192&4|191&4|310&2|191&4|196&3|727&4|79&5
270&4|166&4|919&3|237&2|347&4|135&4|48&4|181&3|921&3|274&3|153&3|435&3;954&3|387&2|1056&4|959&2|856&3|778&4|1056&4|396&4|4&3|17&1;270&4|166&4|919&3|237&2|347&4|135&4|48&4|181&3|921&3|274&3|153&3|435&3|954&3|387&2|1056&4|959&2|856&3|778&4|1056&4|396&4|4&3|17&1
519&4|311&4|469&4|818&3|221&4|285&3|131&5|467&4|129&5|472&3|118&4|4&4;386&4|955&1|493&4|955&1|1184&3|479&4|955&1|479&4|570&4|1268&3;519&4|311&4|469&4|818&3|221&4|285&3|131&5|467&4|129&5|472&3|118&4|4&4|386&4|955&1|493&4|955&1|1184&3|479&4|955&1|479&4|570&4|1268&3
276&5|31&4|780&1|655&5|88&5|823&4|315&5|1017&2|239&4|582&4|724&5|739&5;238&5|1032&3|768&1|951&1|13&3|577&1|905&3|140&4|1032&3|13&3;276&5|31&4|780&1|655&5|88&5|823&4|315&5|1017&2|239&4|582&4|724&5|739&5|238&5|1032&3|768&1|951&1|13&3|577&1|905&3|140&4|1032&3|13&3
531&4|631&4|221&5|276&3|529&4|186&4|83&4|100&4|515&5|657&4|855&3|480&4;511&4|1050&3|59&4|194&3|428&4|153&4|493&4|428&4|193&3|1028&2;531&4|631&4|221&5|276&3|529&4|186&4|83&4|100&4|515&5|657&4|855&3|480&4|511&4|1050&3|59&4|194&3|428&4|153&4|493&4|428&4|193&3|1028&2
332&4|258&2|690&5|308&1|301&3|331&3|326&1|288&4|304&5|300&4|310&4|289&3;989&2|938&2|322&4|938&2|259&3|938&2|938&2|323&3|323&3|342&1;332&4|258&2|690&5|308&1|301&3|331&3|326&1|288&4|304&5|300&4|310&4|289&3|989&2|938&2|322&4|938&2|259&3|938&2|938&2|323&3|323&3|342&1
148&5|252&4|50&5|237&5|321&5|301&4|255&4|245&5|9&4|220&4|845&4|282&5;866&5|21&2|1028&2|866&5|864&3|864&3|864&3|815&5|815&5|1028&2;148&5|252&4|50&5|237&5|321&5|301&4|255&4|245&5|9&4|220&4|845&4|282&5|866&5|21&2|1028&2|866&5|864&3|864&3|864&3|815&5|815&5|1028&2
7&2|1012&3|93&4|100&4|1283&2|50&3|1011&3|405&3|274&4|124&3|742&4|276&4;255&4|258&4|15&4|273&5|255&4|255&4|293&4|293&4|293&4|273&5;7&2|1012&3|93&4|100&4|1283&2|50&3|1011&3|405&3|274&4|124&3|742&4|276&4|255&4|258&4|15&4|273&5|255&4|255&4|293&4|293&4|293&4|273&5
44&1|204&3|226&5|9&1|1126&2|419&3|519&5|208&3|86&2|528&3|611&3|527&5;732&5|732&5|443&5|449&3|1231&3|732&5|563&3|445&4|436&3|1231&3;44&1|204&3|226&5|9&1|1126&2|419&3|519&5|208&3|86&2|528&3|611&3|527&5|732&5|732&5|443&5|449&3|1231&3|732&5|563&3|445&4|436&3|1231&3
654&3|23&3|284&2|271&2|89&5|172&4|521&5|205&4|479&4|195&4|423&4|136&3;135&5|433&2|209&3|134&4|419&4|56&4|435&3|435&3|32&3|197&3;654&3|23&3|284&2|271&2|89&5|172&4|521&5|205&4|479&4|195&4|423&4|136&3|135&5|433&2|209&3|134&4|419&4|56&4|435&3|435&3|32&3|197&3
333&4|292&5|300&5|881&3|258&3|294&3|876&3|328&3|323&3|687&3|988&3|326&5;304&4|348&3|749&5|749&5|678&4|749&5|259&3|259&3|304&4|259&3;333&4|292&5|300&5|881&3|258&3|294&3|876&3|328&3|323&3|687&3|988&3|326&5|304&4|348&3|749&5|749&5|678&4|749&5|259&3|259&3|304&4|259&3
1168&1|953&3|1441&1|1567&1|1404&1|724&1|1194&1|377&1|571&5|36&2|999&1|653&1;1091&1|189&1|60&1|1394&1|1592&1|640&1|1565&1|994&1|1219&1|1555&1;1168&1|953&3|1441&1|1567&1|1404&1|724&1|1194&1|377&1|571&5|36&2|999&1|653&1|1091&1|189&1|60&1|1394&1|1592&1|640&1|1565&1|994&1|1219&1|1555&1
879&1|307&2|754&1|310&1|289&2|245&2|288&5|680&1|345&1|271&4|332&2|260&2;705&4|603&4|892&1|266&1|687&1|266&1|266&1|181&4|266&1|181&4;879&1|307&2|754&1|310&1|289&2|245&2|288&5|680&1|345&1|271&4|332&2|260&2|705&4|603&4|892&1|266&1|687&1|266&1|266&1|181&4|266&1|181&4
172&5|241&3|313&4|56&1|184&1|511&5|751&3|332&2|385&2|323&3|300&4|82&5;399&2|665&4|1222&3|92&1|232&4|399&2|720&2|29&3|665&4|1228&4;172&5|241&3|313&4|56&1|184&1|511&5|751&3|332&2|385&2|323&3|300&4|82&5|399&2|665&4|1222&3|92&1|232&4|399&2|720&2|29&3|665&4|1228&4
349&4|272&5|331&4|750&5|299&3|269&4|292&4|245&3|326&3|689&4|333&2|300&4;748&3|748&3|355&4|937&4|879&4|937&4|748&3|343&4|322&4|343&4;349&4|272&5|331&4|750&5|299&3|269&4|292&4|245&3|326&3|689&4|333&2|300&4|748&3|748&3|355&4|937&4|879&4|937&4|748&3|343&4|322&4|343&4
394&4|179&4|100&4|372&3|197&3|481&4|1011&4|704&2|56&4|603&4|131&5|945&3;313&2|917&2|1140&2|62&4|917&2|380&3|227&4|405&3|382&3|756&2;394&4|179&4|100&4|372&3|197&3|481&4|1011&4|704&2|56&4|603&4|131&5|945&3|313&2|917&2|1140&2|62&4|917&2|380&3|227&4|405&3|382&3|756&2
659&5|143&4|96&4|195&5|664&4|921&3|475&4|484&5|1020&3|943&4|265&5|515&5;86&4|380&4|168&3|630&3|609&4|697&4|4&5|221&4|526&5|697&4;659&5|143&4|96&4|195&5|664&4|921&3|475&4|484&5|1020&3|943&4|265&5|515&5|86&4|380&4|168&3|630&3|609&4|697&4|4&5|221&4|526&5|697&4
161&3|259&4|56&5|436&4|427&5|172&4|96&5|357&4|181&3|183&3|1401&1|7&4;355&1|200&3|200&3|316&4|873&3|708&3|420&4|855&5|879&3|66&4;161&3|259&4|56&5|436&4|427&5|172&4|96&5|357&4|181&3|183&3|1401&1|7&4|355&1|200&3|200&3|316&4|873&3|708&3|420&4|855&5|879&3|66&4
29&2|128&3|62&3|679&3|210&4|435&3|98&3|118&3|89&4|161&4|82&2|181&5;410&4|211&4|153&3|211&4|514&2|194&3|238&4|204&5|234&4|514&2;29&2|128&3|62&3|679&3|210&4|435&3|98&3|118&3|89&4|161&4|82&2|181&5|410&4|211&4|153&3|211&4|514&2|194&3|238&4|204&5|234&4|514&2
313&5|288&3|315&5|276&4|690&4|9&4|351&3|539&3|326&4|129&3|245&3|121&4;15&4|13&4|124&3|150&3|150&3|13&4|508&4|1084&3|15&4|124&3;313&5|288&3|315&5|276&4|690&4|9&4|351&3|539&3|326&4|129&3|245&3|121&4|15&4|13&4|124&3|150&3|150&3|13&4|508&4|1084&3|15&4|124&3
298&4|203&3|89&5|947&3|177&4|720&3|810&2|7&5|241&5|188&2|56&1|4&5;597&4|88&4|554&4|554&4|237&5|204&5|838&3|570&3|570&3|201&3;298&4|203&3|89&5|947&3|177&4|720&3|810&2|7&5|241&5|188&2|56&1|4&5|597&4|88&4|554&4|554&4|237&5|204&5|838&3|570&3|570&3|201&3
204&4|648&4|192&2|558&4|484&4|133&5|528&4|447&3|69&3|172&3|481&3|488&4;591&4|414&3|732&3|494&3|47&3|631&4|494&3|28&4|732&3|478&4;204&4|648&4|192&2|558&4|484&4|133&5|528&4|447&3|69&3|172&3|481&3|488&4|591&4|414&3|732&3|494&3|47&3|631&4|494&3|28&4|732&3|478&4
423&5|735&3|26&4|86&5|191&5|792&4|325&2|294&3|259&1|509&4|638&5|28&4;13&4|13&4|629&4|435&5|72&2|387&3|708&2|660&4|517&5|194&5;423&5|735&3|26&4|86&5|191&5|792&4|325&2|294&3|259&1|509&4|638&5|28&4|13&4|13&4|629&4|435&5|72&2|387&3|708&2|660&4|517&5|194&5
135&1|1039&5|686&4|11&3|326&4|392&4|402&5|322&2|321&2|276&3|591&3|655&4;581&1|1381&3|980&1|51&4|1044&3|1152&3|51&4|43&3|43&3|239&4;135&1|1039&5|686&4|11&3|326&4|392&4|402&5|322&2|321&2|276&3|591&3|655&4|581&1|1381&3|980&1|51&4|1044&3|1152&3|51&4|43&3|43&3|239&4
471&5|405&5|1048&2|1028&4|717&4|744&3|546&4|121&4|284&4|597&5|15&5|300&5;841&4|831&3|1047&3|751&5|841&4|1165&3|1047&3|1047&3|831&3|831&3;471&5|405&5|1048&2|1028&4|717&4|744&3|546&4|121&4|284&4|597&5|15&5|300&5|841&4|831&3|1047&3|751&5|841&4|1165&3|1047&3|1047&3|831&3|831&3
222&3|100&5|22&5|418&3|427&5|195&3|229&2|432&3|173&4|203&4|661&4|231&2;834&1|633&4|97&4|97&4|498&5|739&4|925&4|696&2|820&1|211&4;222&3|100&5|22&5|418&3|427&5|195&3|229&2|432&3|173&4|203&4|661&4|231&2|834&1|633&4|97&4|97&4|498&5|739&4|925&4|696&2|820&1|211&4
325&3|742&5|642&4|98&4|746&5|1522&2|469&3|1119&4|392&4|125&4|708&3|367&4;161&4|278&2|762&4|869&4|974&5|65&4|546&3|1178&3|468&4|723&3;325&3|742&5|642&4|98&4|746&5|1522&2|469&3|1119&4|392&4|125&4|708&3|367&4|161&4|278&2|762&4|869&4|974&5|65&4|546&3|1178&3|468&4|723&3
692&4|290&4|196&4|151&5|419&5|7&4|1412&3|133&5|216&4|841&1|70&3|191&5;662&3|423&5|559&3|1116&4|416&4|660&3|416&4|393&4|1116&4|185&5;692&4|290&4|196&4|151&5|419&5|7&4|1412&3|133&5|216&4|841&1|70&3|191&5|662&3|423&5|559&3|1116&4|416&4|660&3|416&4|393&4|1116&4|185&5
199&4|173&4|135&5|148&3|657&5|393&3|48&2|28&4|1073&4|742&5|233&4|1020&4;187&5|250&2|779&2|568&5|880&1|538&3|210&5|222&4|566&4|484&4;199&4|173&4|135&5|148&3|657&5|393&3|48&2|28&4|1073&4|742&5|233&4|1020&4|187&5|250&2|779&2|568&5|880&1|538&3|210&5|222&4|566&4|484&4
258&4|173&2|204&3|286&1|269&4|172&3|96&4|195&4|318&1|423&3|242&3|515&1;179&1|179&1|283&3|283&3|283&3|179&1|283&3|179&1|191&2|179&1;258&4|173&2|204&3|286&1|269&4|172&3|96&4|195&4|318&1|423&3|242&3|515&1|179&1|179&1|283&3|283&3|283&3|179&1|283&3|179&1|191&2|179&1
127&4|175&3|286&3|484&4|50&3|523&4|806&3|1154&3|12&4|1019&3|275&3|151&3;137&4|124&4|664&5|124&4|124&4|124&4|124&4|285&4|922&5|922&5;127&4|175&3|286&3|484&4|50&3|523&4|806&3|1154&3|12&4|1019&3|275&3|151&3|137&4|124&4|664&5|124&4|124&4|124&4|124&4|285&4|922&5|922&5
289&4|676&3|301&2|879&4|685&3|934&3|249&2|3&2|471&3|121&5|477&1|271&4;8&5|969&3|230&4|230&4|523&4|1039&3|79&3|174&4|194&3|651&3;289&4|676&3|301&2|879&4|685&3|934&3|249&2|3&2|471&3|121&5|477&1|271&4|8&5|969&3|230&4|230&4|523&4|1039&3|79&3|174&4|194&3|651&3
344&4|176&3|187&4|481&5|659&5|432&5|28&4|921&5|483&5|524&5|56&4|724&4;141&4|180&5|657&4|1121&5|495&4|180&5|1121&5|1121&5|615&4|180&5;344&4|176&3|187&4|481&5|659&5|432&5|28&4|921&5|483&5|524&5|56&4|724&4|141&4|180&5|657&4|1121&5|495&4|180&5|1121&5|1121&5|615&4|180&5
678&3|1399&3|9&4|751&3|977&3|117&4|1028&3|300&3|288&3|930&3|125&3|222&5;823&2|455&2|840&3|281&3|106&4|472&5|840&3|840&3|106&4|823&2;678&3|1399&3|9&4|751&3|977&3|117&4|1028&3|300&3|288&3|930&3|125&3|222&5|823&2|455&2|840&3|281&3|106&4|472&5|840&3|840&3|106&4|823&2
406&1|1349&1|875&3|932&1|285&2|1093&1|813&2|1355&1|1187&1|1025&1|242&1|1357&1;363&1|107&1|950&1|1215&1|369&3|826&1|413&2|1356&1|1102&1|123&2;406&1|1349&1|875&3|932&1|285&2|1093&1|813&2|1355&1|1187&1|1025&1|242&1|1357&1|363&1|107&1|950&1|1215&1|369&3|826&1|413&2|1356&1|1102&1|123&2
751&4|100&3|313&4|121&4|300&3|683&2|259&3|405&3|538&3|294&4|7&4|117&4;15&3|9&4|15&3|25&3|15&3|25&3|9&4|9&4|9&4|25&3;751&4|100&3|313&4|121&4|300&3|683&2|259&3|405&3|538&3|294&4|7&4|117&4|15&3|9&4|15&3|25&3|15&3|25&3|9&4|9&4|9&4|25&3
