item_id;vectors
828;-0.10308689|-0.31666088|0.91771996|0.054856002|-0.4322371|-0.18733212|0.36873788|-0.39812526|0.5508521|-0.0052032173|0.7800436|0.59187835|0.33793014|0.56377554|0.15906683|-0.60178465|0.44808334|0.007980406|-0.019837841|-0.443552|-0.6486746|0.5133222|1.3459264|-0.25900742|0.61815405|-0.37516|-0.21587566|0.5962463|-0.2636646|0.14460936|-0.66707873|0.3614062|-0.33503595|-0.2451053|-0.41816694|-0.53212595|-1.1650827|-0.07177359|-0.3158776|-0.25882316|0.68334657|-0.36998963|-0.17473617|0.32402638|-0.7283903|0.9123346|0.44392538|0.18133819|-0.92535317|-1.0830468
829;0.22548702|-0.59485507|0.7027101|-0.06074649|-0.7417898|-0.18689206|0.26502958|-0.55741185|0.33220884|0.22191584|0.5310616|0.12507349|0.35242623|0.14573604|0.58406055|-0.6432322|0.48334414|0.6601632|-0.2783729|-0.035724126|-0.5183184|0.4797914|0.28149742|-0.28390154|0.5159024|0.045507707|-0.52268946|0.45356148|0.115938865|0.38115174|-0.15976483|0.75025505|-0.32908297|-0.33417392|-0.110235475|0.27736244|-0.6488656|0.22975361|-0.05127594|-0.3934815|0.4505908|-0.29399395|-0.3756941|0.49814627|-0.5777833|0.41961557|0.404127|0.58619994|-0.5734056|-0.4698118
830;0.38403752|-0.7749746|0.7760837|0.074248314|-0.6021376|0.18326361|0.7653513|-0.9279423|0.5419067|0.6822115|-0.09772718|0.16305484|0.36093313|0.035654232|0.13250755|-0.37551782|0.7023202|1.0196573|-0.29126996|-0.3444043|-0.6731432|0.78160274|0.7993941|0.1371805|0.05264175|-0.10197975|-0.89203787|1.2981433|0.17362215|0.119678855|-0.3354932|0.76522183|-0.5389626|-0.09235852|0.48274547|0.43350756|-0.40016162|0.3779903|1.1347291|-0.5629715|0.41313946|-0.32276624|-0.6139362|0.70886475|-1.1019598|0.75786227|0.37814623|0.18006971|-0.935009|0.020568967
831;0.13606957|0.07636127|0.33104005|0.15920976|-1.2224126|-0.5040313|0.44433266|-0.59171563|0.77374583|0.6821285|0.67356855|0.06066759|0.41551846|0.7222974|0.2111497|-0.46437943|-0.1408928|1.1213145|0.080639035|-0.47784233|-0.8315569|0.28886008|-0.101757675|-0.2827217|0.14281145|-0.7633224|-0.88877165|0.72659576|0.6257068|0.35223454|0.3421824|1.4187727|0.19220528|-0.20729133|-0.07081122|0.30516022|-0.031176269|-0.0089467615|-0.24407136|-0.8260261|0.27673754|-0.5761597|-0.31347722|0.57646435|-0.27254695|0.2516607|0.08689177|0.7310578|-0.71519715|-0.1661863
832;0.042432725|-0.39033312|0.13073671|0.41231644|-0.51748556|0.414707|-0.18404731|-0.6051332|0.22070383|0.43191624|0.49254552|0.94865125|0.5981865|0.50072193|0.2953855|-0.60180354|0.41547897|0.70637566|0.35427484|-0.17268616|-0.5869078|0.030937433|0.099724084|-0.59291923|0.6106019|-0.41122165|-0.8118577|0.7130568|0.0073571503|1.4602276|-0.17566985|0.4565169|0.062740356|0.37602055|0.097057834|0.8666578|-0.5902134|0.09707487|0.17141414|-1.0296099|1.1214404|-0.85808945|-0.8584198|-0.30575314|-0.8067078|0.43996882|0.5882507|0.36179823|0.039467454|-0.717872
833;0.011508808|-0.20475852|1.0088644|0.024693325|-0.281406|-0.34979352|0.058511227|-0.491942|-0.20375235|0.28369766|0.34266877|-0.20468642|0.25019822|0.07014912|0.12945873|-0.20399362|0.6301117|0.868435|-0.36643818|0.08705527|-1.1514561|0.81745446|1.2569029|-0.2561622|0.3206731|-0.17603257|-0.76550233|0.87326086|-0.42284697|0.22744355|0.1769523|0.97784007|-0.2848202|0.1345544|0.0055671036|-0.052784726|-1.249156|0.25305703|0.04985535|-0.4742228|0.787622|-0.4369632|-0.35796267|0.31113097|-0.15645412|0.6360904|0.14181818|0.09262031|-1.1716688|-0.32667103
834;0.39215386|-0.21230042|0.3992617|0.15870145|-0.39201674|-0.2817698|0.12838434|-0.42563462|-0.023773849|0.05350527|0.9311273|-0.1766365|-0.36499304|0.013222069|0.62887937|-0.72653794|-0.12380344|0.7340733|-0.35036716|-0.25624922|-0.35725147|0.39441884|0.18887934|-0.2571763|0.45980552|-0.070048355|-0.59894186|0.5192368|0.12539932|0.42625338|-0.020541653|0.65833193|-0.8017846|-0.021939918|-0.15291902|0.060935922|-0.66993123|0.07916691|0.21700507|-0.1360555|0.18341544|-0.16130659|-0.58276427|0.8264807|-0.5461518|0.85531485|0.702181|1.0848274|-0.60596836|-0.7438959
835;-0.07280207|-0.42185023|0.41768205|-0.42056412|-0.5891589|-0.41610646|0.26745105|-1.0602059|0.06806108|0.26699233|0.3091114|-0.08231525|0.5772034|0.4744708|0.890404|-0.9092406|0.50158155|0.48512343|-0.40076548|-1.1066648|-0.9316273|0.7932911|0.44062752|-0.26710352|0.39156184|0.2505862|-0.09794995|0.83337945|-0.03765808|0.23076767|-0.06514846|0.85150653|-0.17299089|0.13699211|-0.4647032|-0.16181183|-0.88426614|0.05535198|-0.22376522|-0.64942425|0.41120481|0.012270749|-0.09963477|0.2242505|-0.6984359|0.7767431|-0.05419764|0.61571276|-1.0170453|-0.45378524
836;0.2719476|-0.79000115|0.60583824|-0.07137294|-0.59962964|-0.026724115|0.13504341|-0.9014746|0.10033061|0.12433569|0.6872608|0.22962663|0.59341276|0.39826292|0.5748484|-0.642404|0.57978344|0.7933833|-0.12247945|-0.8638958|-0.52683413|0.68506753|0.214369|-0.1414444|0.87314546|0.4078113|-0.4860061|0.863786|0.30367666|0.26591897|0.22580019|0.74947476|-0.297334|-0.22248289|-0.3008798|-0.2836992|-1.1211879|0.15331316|-0.08722704|-0.48300725|0.30656424|0.05877924|-0.2467629|0.10427731|-0.24859399|1.066088|0.2796853|0.8539219|-0.9241017|-0.618868
837;0.40265363|-0.5573068|0.32533565|0.2691387|-0.67432415|-0.006677255|0.2424705|-0.58582413|0.05473706|0.5474843|0.7451161|0.42827743|-0.08407915|0.29293492|0.3741784|-0.8667446|0.8769833|0.4765091|-0.6180308|0.031194828|-0.66442823|0.3360598|0.46683568|-0.63837016|0.437123|-0.06611547|-0.65988034|0.23758006|0.3960089|0.9054948|0.1756778|1.0618227|-0.4849949|-0.2069416|-0.27707523|0.12680429|-0.45853344|0.38992888|-0.114837356|-0.52809167|-0.07922608|-0.96939576|-0.5118841|0.15521227|-0.6958384|0.6282932|0.61234635|0.65627384|-0.5449568|-0.66221154
838;0.20273185|-0.4495291|0.34314188|-0.054207847|-0.41963226|-0.12367222|0.47293213|-0.73672676|0.4601599|0.1403547|0.3491118|0.06756626|0.13235745|0.29083648|0.45583636|-0.56552154|0.52564126|0.59968305|-0.58791506|-0.29397058|-0.6200427|0.40347236|0.19141856|-0.40991595|0.2538743|0.10333189|-0.6161614|0.49465322|0.27943492|0.444136|-0.0108564645|0.91518456|-0.47206366|-0.2546608|-0.08120967|-0.0939928|-0.65405244|0.15724653|0.06624413|-0.57300556|0.2988811|-0.29190943|-0.27795726|0.67161214|-0.52396077|0.4934603|0.34347194|0.74734473|-0.5920261|-0.22998042
839;0.5054108|-0.08340365|0.34120262|-0.20403229|-0.7481964|0.040913716|0.4984549|0.025327206|0.29328552|0.87271166|0.18896112|0.59104|-0.056144267|1.133785|0.61103594|-0.72832|0.23217794|0.36792555|-0.43822342|0.20059592|-1.0987346|-0.14257643|0.11269742|-0.24187934|-0.1788485|-0.7813825|-0.38570988|1.4314628|0.37155384|0.49873593|-0.70774776|1.0955963|-0.57025325|-0.4318559|0.31593674|0.64437413|0.16709709|0.20070614|0.19248897|-0.5394497|0.4931534|-0.18273507|-1.4319619|0.50788444|-1.2311895|0.3398613|0.50670105|0.42934304|-0.24817067|-0.14869374
840;0.029270142|-0.07879451|0.35793424|0.4046327|-1.0196309|-0.061579376|0.41340262|-0.42449135|-0.37542415|0.57669663|0.633569|0.7269735|-0.121171474|0.7226064|0.3784247|-0.43871087|0.44589397|0.5930426|-0.26804495|-0.36419544|-0.39244762|0.08955449|0.59097743|-0.9966123|-0.0032212138|0.14981142|-0.62197495|0.5784701|0.67554665|0.79633534|-0.23265961|1.255614|-0.4516051|-0.7203236|-0.12465117|0.30688602|-0.4063888|-0.007609278|-0.44315496|-0.6913929|0.29609257|-0.5783663|-0.6612262|0.10135189|-1.2639852|0.39864975|0.216501|1.4759821|-0.53419614|-0.67731345
841;0.42600584|-0.20577124|0.8825928|0.03453107|-0.7684544|-0.60644585|0.052360892|-0.30229652|-0.45700675|-0.04468316|0.4380449|0.2174156|0.27655822|0.6817734|0.100220755|-0.10074133|0.24026169|0.76762015|-0.26683256|0.14262283|-0.75153464|0.759271|0.96101236|-0.46796986|0.39906374|0.30900198|-0.5577914|0.62674814|0.14249608|0.6296827|-0.38711292|0.3085882|-0.3129041|0.3728701|-0.5069234|0.2690077|-0.64668405|0.01258105|-0.10165749|-0.46117496|0.58573884|-0.36107653|-0.4976019|0.8900324|-0.28451028|0.75199234|0.47556308|0.29328445|-0.78222954|-0.45339486
842;0.1526201|-0.8587637|0.54142624|0.08342502|-0.4852618|-0.53650075|-0.1284394|-1.0116808|0.102156684|0.2780058|0.27584586|0.13399789|0.20599823|0.4134401|0.74299026|-0.39016715|0.47323027|0.8676262|-0.13548449|-0.16191088|-0.7830828|0.34905827|0.33947587|-0.41449964|0.6243568|0.20688133|-0.66224825|0.6277817|0.02311176|0.34142748|-0.09979161|1.0924015|-0.18816373|-0.021407291|-0.24940257|0.13593066|-1.1355909|0.24885389|-0.3217427|-0.26786453|0.5789963|-0.33203235|-0.49004042|0.6468262|-0.058874488|0.56689906|0.18932538|0.56602114|-0.82456386|-0.21714896
843;0.6972238|-0.6143585|0.80494535|-0.32617563|-0.913628|-0.11402397|0.1978695|-0.10805231|0.3236962|0.55556357|0.3795309|0.21590395|-0.16254237|0.5193617|0.5437329|-0.6188706|0.82787704|0.76608825|-0.6255676|0.5075762|-0.066871464|0.66488457|0.16497341|-0.54477406|0.35160208|-0.33008733|-0.5282716|0.39023226|0.23300661|0.23158821|-0.4788692|1.0112842|0.25722224|0.22387294|-0.1341052|-0.2889957|-0.90735996|-0.08129966|0.1958493|-0.3815429|0.21467698|0.037551194|-0.76505375|0.58636904|-0.3462173|0.8954433|0.46885502|0.7665093|-0.86262226|0.29940706
844;0.1122534|-0.08683348|0.52486753|0.07240848|-0.22334123|-0.43739212|0.9943993|-0.9767246|0.59652823|0.10527794|0.9898977|-0.45813096|0.5747788|-0.42367733|0.42638993|-0.61782205|-0.0943408|0.8884814|-0.28222883|-0.20399585|-0.48533112|0.44792|0.61618596|-0.7755766|0.48166442|0.23381634|-0.11355516|0.051712275|0.12842794|0.35174727|-0.31572008|1.3448513|-0.7997941|-0.27828062|0.28184128|-0.000547722|-0.85764915|0.16783632|-0.23317266|0.07453728|0.056569606|-0.40416834|0.022840679|0.9462596|0.033747017|1.1542925|-0.15971339|1.0745413|-0.7648972|-0.30462262
845;0.2970399|-0.16077116|-0.032588482|0.3050249|-0.6557536|-0.25063038|0.5431167|-0.06316382|0.33065292|-0.0071543753|1.3573357|-0.17147581|-0.10720131|0.08913773|0.35762396|-0.45234832|0.4704073|0.66021246|-0.42988527|-0.4230077|-0.65624845|0.66815686|-0.021155447|-0.37255347|0.033884615|-0.5738457|-0.5293135|-0.044109344|0.14892496|0.69489837|-0.22706747|0.77833474|-0.64573|-0.3188767|0.28181285|0.47815433|-0.46964428|-0.55723584|-0.11222288|-0.2614661|0.137956|-0.40620777|-0.9093529|0.8755665|0.07451731|-0.03431487|-0.0370802|0.7335985|-0.9961841|-0.89880806
846;0.18878502|-0.7955826|0.34866884|0.3799554|-0.35539284|-0.50652945|0.033896014|-0.64942163|0.89129657|0.36613005|0.6847717|-0.08366163|0.56645095|0.3483083|0.23372716|-0.56128323|0.5451767|1.2463053|-0.5826367|-0.4079201|-0.70584613|0.49046454|1.2156048|0.09741369|0.59018564|0.24698085|-0.8595294|1.4431208|-0.07666317|0.3826186|-0.16995022|1.2405233|-0.824629|-0.047559485|0.33037388|0.3745796|-0.567929|0.52419776|-0.42002553|-0.063559026|0.32577986|-0.19061364|-0.9576265|-0.095386446|-0.74723524|0.13030738|0.4071244|0.70364344|-0.6636402|-0.22626138
847;0.14405239|-0.25753397|0.6386744|0.033799443|-0.71891147|0.016328305|-0.07781866|-0.66558754|-0.3173015|0.10848005|0.2553245|0.11034776|0.2887692|0.41922557|0.5177012|-0.5460594|0.478929|0.7619245|-0.17175454|-0.5256709|-0.62793493|0.829059|0.37671638|-0.43563753|0.12380797|0.46020263|-0.60555327|0.5114748|0.26705462|0.5324645|-0.26183605|0.85550296|-0.581591|-0.20896146|0.15319435|0.17283677|-0.9708237|0.27313027|-0.48338032|-0.6516212|0.30925822|-0.37899756|-0.18254688|0.5615827|-0.6368698|0.8451989|0.06991266|0.30808645|-0.6250732|-0.36765975
848;0.6300286|0.020935416|0.4874733|0.47852796|-0.9812363|-0.2530076|0.5115112|-0.62698674|0.19933368|0.30008784|0.67088974|0.1380962|0.1975802|0.24435884|0.5978154|-0.87700725|0.45186993|0.42133874|-0.30764526|-0.15065576|-0.68988407|-0.01625231|0.372761|-0.6005808|0.29470342|0.1674919|-0.046734273|0.38593155|1.0741603|0.63234437|-0.034676373|1.0062238|0.016921967|-0.42785096|0.5744882|0.074378066|-0.38000232|0.08125842|-0.04992587|-0.3926074|0.3674593|-0.3216497|-0.36698437|0.62653255|-0.86918837|0.64218116|-0.04504159|0.46878645|-0.78941536|-0.56551206
849;0.14168078|-0.2836482|0.55798674|-0.14882441|-0.6561574|-0.38087943|0.32920736|-0.62147|0.33330348|0.29038975|0.6852087|0.33037233|0.20589896|0.42725557|0.6456251|-0.64251804|0.74653876|0.49580425|-0.44331217|0.028986357|-0.49067533|0.17734224|0.019302934|-0.26918226|0.28246427|-0.12011838|-0.6234248|0.7488138|0.48876044|0.59057975|-0.21451831|0.95692074|-0.71721274|-0.15569888|0.014083698|0.5094001|-0.4356409|0.15471894|0.21379259|-0.7358213|0.78063536|-0.63820136|-0.34998852|0.22296466|-0.8474864|0.39937583|-0.010441154|0.74134314|-0.75879467|-0.49758917
850;0.3204605|-0.5995956|0.40350947|0.1114966|-0.68236476|-0.040814325|0.08500813|-0.94949675|0.62070966|0.17456645|0.8038405|-0.108272895|0.14979553|-0.09071621|0.41838965|-0.9235857|0.25305504|0.8707086|-0.5245731|0.16592085|-0.60757065|0.5255058|0.32084507|-0.16605076|0.43155593|0.15290603|-0.63109076|0.5935551|0.19699109|0.35094243|-0.24675153|1.1727601|-0.38155708|-0.4208157|-0.39703166|-0.012457788|-0.8797714|-0.019810706|0.017161995|-0.4579119|0.45127916|0.042826295|-0.63215595|0.3097602|-0.735119|0.4787198|0.16706821|0.90742016|-0.82254434|-0.3193941
851;0.23548307|-0.5461078|0.69261277|-0.00139191|-0.77739424|-0.12045488|0.23509261|-0.65364313|0.2986614|0.25616843|0.59822214|0.20659702|0.37512457|0.21926326|0.6444613|-0.6083313|0.51152873|0.6565257|-0.2760991|-0.042373788|-0.5214931|0.48884204|0.28621918|-0.23598957|0.4682326|0.026937466|-0.54799414|0.40970752|0.13731405|0.44510835|-0.12001197|0.8112406|-0.3213546|-0.26403004|-0.12747324|0.26458284|-0.67587715|0.21105793|-0.121988036|-0.4686822|0.555182|-0.3211918|-0.3832631|0.40521753|-0.60476416|0.49676305|0.37229127|0.5801389|-0.54218465|-0.3922846
852;0.41952026|-0.69753516|0.52992165|-0.26779926|-0.40241516|0.09702076|0.33859485|-0.91890585|0.26788947|0.3331038|0.26536572|-0.07463582|0.22069259|0.20319395|0.5700376|-0.60947716|0.22063754|0.70096093|-0.43484545|0.22189575|-0.26118067|0.33058864|0.32815784|-0.4520449|0.88851124|0.08104953|-0.6853653|0.15641654|-0.2711139|0.592289|-0.20983028|0.93605435|-0.5795787|-0.36323|0.10663411|0.6215152|-0.72527707|-0.061195612|-0.070758685|-0.7769404|0.4697733|0.12654254|-0.7266508|0.9023565|-0.83287597|0.6068358|0.39130914|0.638718|-0.69954616|-0.39222932
853;0.40597588|-0.035547614|1.0833244|0.26983684|-0.7949965|-1.2956805|0.3226968|-0.32564017|0.15149322|0.50711113|0.3265189|0.14893115|-0.029920861|-0.055856824|0.11442992|-0.41920355|0.8002911|1.238306|0.10650739|-0.5385653|-1.0668095|0.28632447|0.08685908|0.020726323|0.4640649|-0.12424517|-0.82829475|0.4923103|0.5871968|0.71516794|0.20188019|0.46567738|-0.4935055|-0.42537695|0.55926704|0.09781814|-0.55969226|0.14091629|-0.17438024|-0.99420387|0.035446465|-1.1196635|-0.18772754|0.06963205|-0.47466195|0.8579223|0.5227283|0.247417|-1.20487|-0.57086676
854;0.3787441|-0.795279|0.8953239|0.37971687|-0.3916175|-0.79494506|0.31271452|-0.8399062|-0.03407289|0.1688914|0.41052622|0.43332475|-0.5364628|-0.055119634|0.06875992|-0.3988584|0.53685147|1.4667146|-0.19404615|0.54705375|-0.53852403|0.3817691|-0.007265389|-0.9276197|0.20560214|-0.23548764|-1.0000315|0.5454605|0.3594741|0.57663125|0.19375595|0.54963374|-0.1837156|-0.46468663|-0.17152196|0.11285199|-0.79285955|-0.043151945|0.26529562|-0.56144345|0.24441709|-0.65781915|-1.1033275|0.53828573|-0.6144296|0.411189|0.30459|0.7395836|-1.3428065|-0.48339456
855;0.54686725|-0.81706583|0.87400985|-0.084607854|-0.7703746|-0.2233987|0.44983912|-0.5734394|0.15402499|0.5587454|0.68948555|0.5859104|0.033900276|0.42551434|0.39411676|-0.76841116|0.180013|0.6939643|-0.038613692|0.13481072|-0.35637015|0.48340353|0.6772893|-0.3846372|0.6153134|0.23645389|-0.70869136|0.14584771|-0.009078771|0.31273258|0.12212682|0.6512572|-0.036108255|-0.08292658|-0.5802648|0.1721103|-1.0107236|0.04637988|-0.072763205|-0.45743284|0.22472163|-0.4080106|-0.26625085|0.48172146|-0.3704257|0.44713765|0.801263|0.31796762|-0.76247543|-0.25013655
856;0.1455192|-0.5533911|0.6725328|-0.05898661|-0.6976154|-0.13942447|0.25114197|-0.6401791|0.27687508|0.19155985|0.5729698|0.17112914|0.30734718|0.17172572|0.6069286|-0.62655014|0.46006906|0.69010776|-0.3251335|-0.04903834|-0.48780167|0.436198|0.23090658|-0.26114058|0.46099785|0.0002570534|-0.5076769|0.38876674|0.14246224|0.43175682|-0.14805846|0.753716|-0.29949847|-0.22486408|-0.19038293|0.2944816|-0.712591|0.21155556|-0.11617432|-0.45685437|0.45059007|-0.21880805|-0.4070346|0.44174853|-0.5585235|0.485637|0.3510145|0.6023268|-0.55436087|-0.37768018
857;0.24471216|-0.55532175|0.6537631|-0.035833977|-0.74505883|-0.16850519|0.17873098|-0.58079696|0.28685173|0.22086252|0.58690804|0.14630094|0.2837465|0.14124158|0.4219245|-0.69687515|0.44630164|0.7578064|-0.17729455|0.022172384|-0.55606335|0.46254575|0.31504178|-0.28568432|0.4056252|0.10180433|-0.50221455|0.53673226|0.08153802|0.44944116|-0.13687344|0.84514624|-0.29796064|-0.16709998|-0.12213371|0.32316524|-0.6621258|0.17292874|-0.14747816|-0.44396117|0.4708035|-0.25305|-0.42674142|0.5194193|-0.60779595|0.4902389|0.38080066|0.5735542|-0.5392775|-0.37321994
858;0.43516886|-0.15916553|0.8343796|0.0090766065|-1.0313567|0.06334852|-0.18856299|-0.20750621|0.055864483|0.2333735|0.94744134|-0.09821318|-0.26474637|-0.14072296|0.53312814|-0.61550313|0.42262396|0.88275224|-0.53086257|-0.047536876|-0.929461|0.09161931|0.24058592|0.059150547|0.43612638|0.013477838|-0.83236027|0.023008943|0.24466828|0.34577858|-0.1006299|0.7953739|0.23841214|0.34876734|0.28013116|0.1136768|-0.68877363|-0.061216503|-0.03289934|-0.3460468|0.3403753|-0.8234477|-0.600441|0.17946766|-0.35046607|0.7053976|0.36844575|0.5484331|-0.88592446|-0.6823696
859;0.05230327|-0.5365868|0.08818519|-0.124880195|-0.392907|-0.037655443|0.23372072|-0.79399383|0.61746615|0.275058|0.5859764|0.70834166|0.13512169|-0.008202732|0.4189589|-0.9978552|0.7646982|0.24494547|-0.6736126|-0.17420763|-0.33442497|1.025833|0.4708818|-0.025908917|0.2688191|0.054100003|-0.7985314|-0.031783044|0.032789946|0.7422197|-0.038153514|0.4307165|-0.16253695|-0.17120492|0.12722246|0.4734319|-0.99078107|-0.31690246|-0.07565479|-0.18356323|0.4592651|0.10684863|-0.75929654|0.37598574|-1.0441927|0.3355341|-0.10468203|0.6685951|-0.48116744|-0.6035737
860;0.20407386|-0.48318234|0.6142465|-0.10849257|-0.73674166|-0.15107834|0.2044796|-0.5417502|0.29144445|0.20435563|0.5473833|0.19159058|0.30654368|0.16318184|0.42252725|-0.6376224|0.5291638|0.77100766|-0.28264588|0.0057012215|-0.51616263|0.4405442|0.25752628|-0.27144596|0.38932434|0.071802646|-0.5528832|0.4816572|0.08310272|0.4075205|-0.16795725|0.81887484|-0.23194513|-0.17750965|-0.09561796|0.29751623|-0.67826456|0.09894343|-0.046840705|-0.42298955|0.5080702|-0.31577942|-0.40890956|0.48243386|-0.5749994|0.51865685|0.35600576|0.57096803|-0.6029941|-0.39767197
861;-0.6160032|-0.8454429|1.0732046|0.110433415|-0.94682646|-0.29496628|0.12676227|-0.84451795|-0.110246345|0.3217695|0.13679132|0.08017558|0.16546321|-0.025771677|0.04164636|-0.398064|0.5084193|0.24689755|-0.123395294|-0.25248083|-0.8828638|0.33381516|0.87048185|-0.84008324|0.8943118|0.020464199|-0.39406383|0.61902845|0.48090997|0.63633776|0.19252944|0.64296573|0.019181222|-0.49309957|-0.019500352|-0.11163232|-0.57764924|0.00837554|0.32130837|-0.13496524|0.20660321|-0.4095364|-0.5076561|0.7382978|-0.52835804|0.6340984|0.5616147|0.2346232|-0.45358703|-0.3365314
862;-0.07077512|-0.7536107|0.58950335|0.26561332|-0.46289968|-0.027834311|0.68107975|-0.6062553|-0.004539445|0.04611306|-0.121299684|-0.47505873|0.7804943|0.15990874|-0.11484027|-0.50066346|0.73463905|1.3002446|0.13840413|-0.30899385|-1.0088444|0.49797925|0.99534833|-0.23500362|0.3392863|0.13607727|-0.6753173|1.0575277|-0.010098383|0.8896829|-0.41747355|0.7808977|-0.24651666|-0.15334545|0.041187182|-0.54078656|-1.182395|0.0013747066|-0.16751105|-0.2842845|0.13192806|-0.38477665|0.022266388|0.85268915|-0.20906845|0.8496038|0.88601905|0.50587237|-0.2851285|-0.29463395
863;0.39685974|-0.74767935|0.90781415|-0.0067592487|-0.8543387|-0.06698313|0.3737806|-1.0976892|0.32516122|0.6693884|0.7592378|0.3377911|0.14380011|0.44582385|0.77077544|-0.66492736|0.5472493|0.8025476|-0.7371136|0.21020767|-0.3296119|0.50010747|0.81895524|-0.0050722957|1.1153791|-0.28350022|-1.1636553|0.340159|-0.1664058|0.58558655|-0.10419806|0.89757943|-0.7633023|-0.25259665|-0.8003587|-0.025039047|-0.82076854|0.8407537|0.10425014|-0.45430073|0.17773491|0.005832851|0.09556377|-0.12410298|-0.862515|-0.055244923|0.57912266|0.7844888|-0.5213257|0.118976
864;0.7439995|-0.101763636|0.67942953|0.2562905|-0.7335384|0.21506797|0.36106384|-0.29003587|0.4546185|0.93750143|0.5646474|0.5088424|0.33872312|0.5600769|-0.038154602|-0.7043166|0.263399|0.25280634|-0.34360838|0.21741036|-0.035212874|0.2971912|0.3755936|-0.16763295|0.2985078|-0.55512875|-0.26301613|0.70852834|0.15960228|0.71230763|0.2322169|0.5601171|-0.6496725|-0.37345907|-0.23388338|0.016235918|-0.13036084|0.28969547|0.037181776|-0.3449006|0.39257792|-0.5469646|-1.0387264|0.14232177|-1.1287394|0.18280062|0.38470536|0.5417051|-0.37494653|0.04050374
865;0.20322797|-0.15311065|1.3180914|0.18313743|-0.41353837|-0.4519737|0.88376427|-0.74428624|0.1808517|0.015156716|-0.15008944|0.7333984|0.1861391|-0.020261765|0.5437872|-0.5519906|0.8053573|0.06793451|-0.89933|-0.15441078|-0.74140453|0.04606718|0.8307955|-0.5338063|0.7175796|-0.77267635|-0.5241264|0.6562329|0.15775861|0.6462551|-0.6832584|0.49943402|0.021813363|0.28765094|0.071167976|-0.14109421|-0.5177804|0.54243594|-0.06298481|-0.82513976|1.0638838|0.22549108|-0.23132443|0.117910266|-1.5098655|0.6488182|0.105753735|0.73048246|-1.225565|-0.7769176
866;0.27766895|-0.5715706|0.84451485|0.23169312|-1.074646|-0.43641692|0.21431795|-0.52527714|-0.015927508|0.46355823|0.46701473|0.23212138|0.09344273|0.49632168|0.32204002|-0.61188537|0.51294833|0.8017552|0.019924164|-0.44287738|-0.59981847|0.40449572|0.37204784|-0.20260912|0.6146472|-0.019855939|-0.6419944|0.39631867|0.121412314|0.30172956|-0.10071533|0.55716777|-0.06910604|-0.23716033|0.08922748|0.23117256|-0.48916113|0.45007217|0.08599566|-0.64801276|0.43408036|-0.28345102|-0.4338773|0.078463286|-0.47244734|0.50490725|0.54523635|0.5041445|-0.75467336|-0.82026124
867;0.10139175|-0.83129406|0.4461757|-0.39477086|-0.9732868|-0.7074546|0.3192077|-0.58708495|0.05497746|0.77308726|0.68636954|0.30941078|0.116050325|0.032424167|0.77405095|-1.0030459|0.42167494|0.3608149|0.20523074|-0.48109865|-0.98166597|0.44061238|0.55682003|-0.06769504|0.23466909|-0.23709325|-0.5238439|-0.05828607|0.02808538|0.31521305|-0.25742897|0.45022365|-0.44153774|0.0045024008|0.22726028|0.95804936|-0.4932297|-0.0811588|-0.04941529|-0.22947273|0.4162396|-0.281034|-0.83336717|0.8833795|-1.1620874|0.1543585|0.06707643|0.29859444|-0.9056269|-0.81102306
868;-0.2682039|-0.31880885|0.32164827|0.575503|-0.8693147|-0.22682431|-0.17376307|-0.5710918|0.5069429|0.3990267|0.3749264|0.526231|0.42501336|0.9519743|0.6289341|-0.8057405|0.30290794|0.83528274|-0.26679084|-0.23856696|-0.549966|0.711569|0.5985178|-0.52231324|0.17996636|-0.06919053|-0.26225585|0.8500466|0.3557667|0.06521359|0.25578696|1.0827034|-0.59552515|-0.53305525|-0.42378503|-0.0353999|-0.26285115|0.481798|0.22952619|-0.018474877|0.46052742|-0.49220228|-0.48979998|-0.04263273|-0.75355166|0.40241253|0.05564235|0.45228115|-0.9159622|0.009262711
869;0.776568|-0.65146446|0.49294224|-0.010815024|-1.0426183|-0.06466581|0.45785087|-1.2218783|0.35126168|-0.03783506|0.21579948|-0.11506496|0.69549006|-0.038143814|0.32378206|-0.5386771|0.21142882|0.883412|0.19032109|-0.22580725|-0.8038135|0.76753145|0.27477407|-0.33069855|0.56787026|-0.27320766|-0.78149503|0.6305014|0.47321427|0.78761274|-0.19638218|1.4024036|-0.12850453|-0.36692458|0.031034112|-0.7147196|-0.44950336|0.40331587|-0.27406782|-0.53274405|0.20498736|-0.3485286|-0.23719129|0.60161|-0.2037608|0.6657398|0.51313823|0.502966|-0.522537|-0.24327424
870;-0.11873564|-0.22994|0.30176568|0.07572738|-0.9329184|-0.39397562|0.2375139|-0.5932657|0.23904306|0.26720828|0.9240665|0.384479|-0.08581525|0.7909397|0.6400008|-0.7437779|-0.09828603|1.0207248|-0.4904871|-0.24860829|-1.1058307|0.083543986|0.36230737|0.22907785|0.06606558|-0.45597836|-0.6213108|-0.12053144|-0.1433981|0.97729075|0.23946461|0.5131737|-0.4559647|-0.10401273|0.7329179|-0.5738482|-0.94397104|0.95005804|-0.4373817|-0.5712019|0.21393879|-1.0306286|-0.68241066|0.37929544|-0.67857677|1.1118691|-0.013628125|0.35854542|-0.7263207|-1.0742246
