item_id;vectors
919;0.113460034|0.55535144|-0.4944534|0.60635406|-0.5052968|-0.5315889|-0.6879314|-0.36757413|0.015044466|0.6603353|0.67106384|-0.53000814|-0.44440356|0.3664125|-0.17177564|0.12174149|0.15066348|0.079403974|-0.82694185|0.7634624|-0.82207894|0.32627222|-0.5753534|-0.14585021|0.22131765|-0.16798584|0.18683901|0.5494221|-0.608858|-0.75029397|0.5053051|0.48547256|-0.34249198|0.69543797|-0.14935766|-0.5140387|-0.18655504|0.07397151|0.34770876|0.6634139|0.0052324086|0.7396127|0.14103085|-0.49557704|0.09417923|0.8316741|0.046888664|-0.32028893|1.0579219|0.19189739|0.42084095|0.40775976|-0.4848706|0.21347988|-0.52159643|0.03342081|0.032525986|0.73717344|-0.27550337|0.68961996|0.13064145|0.011716187|0.40715745|0.164506|0.048410296|0.4920438|0.0054769367|-0.36309373|0.14009863|0.36242267|-0.96855795|0.42917874|0.3722226|0.16457261|1.0315554|-0.5155542|0.4400233|0.46631956|-0.039366543|0.7184986|0.14855573|0.73663116|-0.14776066|0.10699844|-0.5453949|0.02689302|-0.6940089|-0.2546741|0.10443014|-0.69510436|0.05783041|0.1144625|-1.0252521|0.82090724|-0.2498926|0.60888606|0.36836517|0.64383084|-0.69718397|-0.26206413
920;-0.40294737|0.3752866|0.088415146|0.16605799|-0.021279544|-0.45497257|-0.70359504|-0.28414994|-0.2800432|0.10239219|0.55595076|0.18123485|-0.25664103|0.25679895|-0.19947186|-0.13509595|-0.11654498|0.026672726|-0.90365624|0.80058205|-0.5359014|0.35350803|-0.5204803|0.019223467|0.48184842|0.47494066|-0.3003093|-0.1872578|-0.57446337|-0.2667702|0.31591442|1.020127|0.3092553|0.46312267|-0.17180629|-0.5883192|0.22794536|0.21700278|0.15360267|0.6899204|-0.5854279|0.24737793|-0.22206426|-0.14165312|0.18067169|0.5423411|0.26803935|-0.23526786|0.81948674|0.011812851|0.7748785|-0.05829712|-0.6423625|-0.13821132|-0.16205679|0.5216243|-0.0073238164|0.5609235|-0.0050863028|-0.43107474|0.09531133|0.4543748|0.57388395|-0.35152555|-0.5740923|0.29038072|0.5984819|-0.12209095|-0.14982119|-0.14747557|0.1161297|0.725471|0.6238897|0.6685015|0.649235|-0.23802404|0.027496822|0.7131958|0.574224|0.9973413|0.54213285|0.23486088|0.17307565|0.52010477|-0.47110778|0.44921404|-0.31972063|0.43258|1.0820615|0.28534353|0.049999878|-0.40487075|-0.1967171|0.16733299|-0.20774096|-0.017824858|0.13768004|-0.10103854|-0.17506339|-0.2780738
921;-0.498515|0.84887064|0.23109984|0.6087938|0.046126753|-0.69910604|-0.10810119|-0.3425367|-0.0035722107|0.45918703|0.67822146|0.18983921|-0.69190365|-0.07968092|-0.33401734|-0.3042025|-0.62778187|-0.08934513|-0.8052899|0.55622244|-0.46618474|0.35285684|-0.5745252|0.24597584|0.28870857|-0.19854234|-0.15226276|-0.17205635|-0.08039662|-0.10134745|0.1859731|0.25159252|-0.203697|-0.09258962|0.18593432|-0.30262962|-0.41237536|-0.029599827|-0.018866777|0.70255196|-0.48932076|-0.31406534|0.11828616|-0.53831726|-0.04031506|-0.15428916|0.6924969|-0.27921763|0.9128544|0.5814923|0.46368545|-0.07415138|-0.50732076|0.17824768|-0.04812655|-0.079441056|-0.22525093|0.019958973|-0.37924173|0.394242|-0.37294576|-0.44529742|0.48886016|-0.5091498|-0.5522748|0.73559713|0.7368053|-0.3485564|-0.050993938|-0.48638207|-0.2321108|-0.16226614|0.17740944|0.20074971|-0.30088475|-0.62055445|0.036884435|0.8533214|0.860178|0.6600783|0.42343643|0.35606658|-0.7358563|0.47985908|0.110390544|0.22926268|0.29673117|-0.098469555|0.31456643|-0.4311137|0.6937448|0.29337472|0.20901912|0.26431057|-0.28061205|0.036750764|-0.3317985|-0.6511938|0.04355836|-0.6040052
922;-0.96729606|0.36690825|-0.16859111|0.62198764|-0.38621753|-0.53427684|-0.30819905|0.16636875|0.13197634|0.26856476|-0.024658114|-0.2395421|-0.995633|0.5079524|-0.6765963|-0.47717583|0.05479121|0.60118526|-0.33741564|0.51757497|-0.46656957|0.25149733|-0.2550423|-0.2103352|-0.001657486|0.027407952|-0.5139238|-0.4326312|-0.2653044|-1.0990369|0.70500773|0.5556109|0.7840743|0.3392986|-0.43684387|-0.3433197|-0.053295992|-0.77318954|0.5686892|0.55300075|-0.114241205|0.05301906|-0.110174894|-0.33137834|0.5402808|0.3750857|0.005948186|-0.34073573|1.4605236|0.38206035|0.16962424|-0.3780029|-0.25236943|0.40943962|-0.19412228|0.3603222|0.434564|0.13345984|-0.46556008|0.3690709|-0.21784946|0.2282262|0.41771603|0.18843056|-0.23700702|0.6703062|0.47871795|0.3555963|-0.1391793|-0.5024548|-0.09612343|0.9659454|0.46967104|0.5825666|-0.071217775|-0.30205172|0.67494714|0.72191113|0.16699821|0.421981|0.48737058|0.5763764|-0.47407103|-0.18197078|-0.8704624|-0.43145213|-0.46121675|0.27778482|0.6648425|-0.2549929|0.49040478|0.40764767|-0.87835735|0.162954|-0.49899566|0.7277179|-0.27542675|-0.6240217|0.21378583|-0.08101654
923;-0.47164327|0.7133534|0.048746135|0.6463155|-0.50727236|-0.5937179|-0.6634921|-0.010399967|-0.6736978|0.034578003|0.3830184|0.106768526|-0.038143426|1.2891085|-0.504019|-0.39107966|0.13823189|-0.5018331|-0.0791381|-0.17272544|-0.04762298|0.8333844|-0.2179722|-0.37315357|0.3650204|0.030880157|0.24920729|0.43240207|-0.42352566|-0.97491634|0.3348437|-0.004453093|-0.26723254|-0.09571457|0.06310714|-0.60061383|-0.5610051|-0.019399073|-0.18136191|0.43081915|0.54284906|-0.4309817|-0.14148828|-0.20809236|0.18521151|1.2896173|0.015662462|-0.20522057|0.40030643|0.84782517|0.34569013|0.085923046|-0.7644776|0.09571855|-0.27505556|0.09554104|0.3862751|1.0534786|0.13890857|0.31643516|0.042258397|0.5073513|-0.09006664|-0.45544526|-0.3273727|0.038245812|0.37892756|-0.10836466|0.34986317|-0.24729834|-0.83647335|0.17347465|0.028588146|0.51998675|0.47649395|-0.8734238|0.34750235|0.78750694|0.64175653|1.0381373|0.59692377|0.5554819|-0.513872|0.45947993|-0.92161787|0.24727535|-0.33248293|0.13620889|0.9615618|-0.5593671|-0.13126948|0.7465532|-0.09950654|0.12861568|-0.59461534|0.32750866|-0.75046444|-0.058155365|-1.0538878|-0.069356084
924;-0.4532805|0.18604474|-0.48396662|0.09533088|-0.26726896|-0.9754112|0.33042505|0.50410724|-0.27487236|0.5547314|0.531935|-0.046075694|-0.3826507|0.15048215|-0.009778798|0.19946222|-0.12010592|0.42549586|-0.80864406|0.27691805|-0.40514258|0.45804867|-0.5787727|-0.12903658|0.110357925|0.656907|-0.277907|0.29390973|-0.9907396|-0.41834295|-0.17164159|0.28360817|-0.17020595|1.0234402|0.2718416|-0.508667|-0.22790751|0.5334048|0.7334007|0.51303935|0.34487176|0.5615897|-0.21219066|-0.32061067|0.25395194|0.8193444|0.20454347|0.11022784|0.8129168|-0.0656175|0.15790254|-0.32930362|-0.443043|0.50112486|-0.30136186|-0.37663063|-0.57340926|-0.086223155|-0.6809323|-0.14164317|-0.32539144|0.08965321|0.47718933|0.03349136|-0.32788593|0.36445576|-0.07959023|-0.095785|-0.0012180842|-0.093535766|-0.38010734|0.14204004|0.28570667|1.4113771|0.19510576|-0.14864203|-0.20020123|1.0033349|0.58484644|0.4240054|0.4119804|0.4091432|-0.69627213|0.47379893|-0.46867776|0.71959|-0.48463565|0.96196806|0.34348166|-0.42656177|0.18501887|0.24154483|-0.7571658|0.62349224|-0.04116033|0.36130574|-0.22546582|0.20137624|-0.14225948|-0.24331039
925;-0.8335935|0.16246131|0.2823195|0.15165764|-0.5625989|-0.7441111|-0.37270558|0.08540451|0.042389244|-0.002529502|0.63465273|-0.08694656|-0.29290617|0.20299302|-0.14029212|-0.21474883|-0.4802769|0.45139492|-0.5777819|-0.03192967|-0.6599647|0.37971187|0.023474872|-0.1930111|0.5023227|0.42720383|-0.015868217|-0.35330397|-0.52303964|-0.6085804|-0.081885934|0.43714792|-0.38650557|-0.3990937|-0.12011047|0.074834555|0.17929557|-0.5018618|0.49450013|0.9089316|-0.95115745|0.033886507|-0.3340667|0.123244345|0.21169278|0.28989488|-0.018969446|-0.5362857|1.1628933|0.18698923|0.3062269|-0.08196953|-0.8222329|0.6129123|-0.68101597|0.086126275|-0.13635954|0.06610635|-0.2619813|0.16346139|0.019035354|0.07646847|0.4956327|-0.37039736|-0.144464|0.14863189|-0.24242598|-0.4120611|-0.41158757|0.27593076|-0.30062518|0.5233144|0.9457186|-0.15482|0.46047163|-0.46199536|0.18477419|0.47462824|0.6346734|0.89899206|0.37699926|-0.015237719|-0.44289348|0.008090705|-0.8008311|0.21368518|-0.60808325|0.28436297|0.6186166|0.59708095|-0.17800379|0.78983045|-0.31495735|0.09088074|-0.39526|0.23085988|0.08585937|-0.51058465|-0.7328961|-0.47785908
926;-0.08859229|0.41437143|-0.15715306|0.30367267|-0.3283843|-0.2747806|-0.42738917|0.421181|-0.10816209|0.32260162|0.2011669|0.12215088|-0.48652285|0.5582663|-0.1409959|0.021993145|0.19595955|0.4159304|-0.27757147|0.41988295|-0.50501966|0.4538824|-0.6218739|-0.17963746|0.46730858|0.49618006|-0.02517578|-0.35864583|-0.1917837|-0.87688893|0.18703023|0.42548135|0.09985955|0.28852051|0.34749204|0.16295373|-0.5285262|-0.3673908|0.1740754|0.6320103|-0.40065163|-0.039933726|-0.19333959|-0.18381771|0.5980613|0.7289173|0.067442715|-0.3479453|0.6958755|0.05403498|0.81159437|-0.42904976|-0.30091825|-0.20812856|-0.25494063|0.6714915|-0.0059223026|0.66148823|-0.35585412|0.025033787|-0.3315199|0.09443866|0.58761686|-0.026104242|-0.4707477|0.32679996|0.1354076|-0.14552408|0.010256913|0.25516212|-0.476401|0.20637397|0.30867428|0.5554267|0.20262903|-0.2986905|-0.13859488|0.8017537|0.76800734|1.0216037|0.3507363|0.4886377|-0.31926|-0.01645942|-0.44776088|0.24497333|-0.39573628|0.55662763|0.37109476|-0.44527733|0.1846801|0.16069973|-0.34872103|-0.026186556|-0.27465135|0.5511795|-0.14456668|0.03253402|-0.17623918|-0.3972183
927;-0.20070189|0.24141863|-0.016491827|0.35272235|-0.29567164|-0.64393836|-0.43352506|0.01499714|-0.5167252|0.17992105|0.46850792|-0.5229356|-0.8755786|-0.08908945|-0.48707908|0.19315012|0.20229279|0.2931659|-0.34831458|0.8266183|-0.5050893|0.28973132|-0.5444675|-0.44668192|0.26107538|0.46749926|-0.10082807|0.10958492|0.12105307|-0.48249167|0.19019887|0.22022165|0.06395637|0.773595|0.18811466|-0.21597502|0.008250773|-0.13687143|0.15741092|0.6148411|-0.15416162|0.085804604|0.13045168|-0.22712797|0.30458137|0.6195393|0.22752519|-0.35281032|0.96217144|0.011165947|0.41020015|0.20331249|-0.30345768|-0.1685571|-0.47516415|0.5753393|-0.41138|0.23125055|-0.14761397|-0.3085562|-0.42837772|0.4968201|0.74187267|0.23319595|-0.07460591|0.34776223|0.20390454|-0.29778674|0.5608712|-0.107846774|-0.33003998|0.24511927|-0.21353704|0.2741323|0.20701253|-0.1886434|0.6460468|0.444168|0.45641747|0.3592572|0.563216|0.7196688|0.42729735|0.17247859|-0.4401387|0.28504458|0.111690745|0.6188501|0.41988242|-0.7872658|0.7253661|0.28812152|-0.47107506|0.68000805|-0.11080405|1.0077235|-0.21385983|-0.7924005|-0.45838052|-0.0852806
928;-0.46333307|0.5390887|0.06944984|-0.20271303|0.11255461|-0.33653942|-0.10245639|0.21256554|-0.34713817|0.27802145|0.31977406|0.024057712|0.00784713|0.6978537|-0.461412|-0.26517546|-0.44888642|0.45232636|-0.3955437|0.2806738|-0.08990756|0.5087544|-0.37819207|-0.37327224|0.21206719|0.23288445|-0.17828636|0.31524092|-0.09849575|-0.659762|0.3256916|0.32915974|-0.40323117|1.1705331|0.27374834|-0.2820485|0.01928696|0.28220633|0.06654325|0.49328718|0.18942548|0.26540914|-0.42710996|-0.49368036|0.0204916|0.41672012|0.55805844|0.04461432|1.0669463|-0.1895693|0.43806052|-0.097160086|-0.46886086|0.46397513|-0.42595363|0.22456247|-0.30287933|0.4704982|-0.61322933|-0.077959895|-0.080869704|-0.20657702|0.5397313|-0.2844495|-0.5494752|0.5342288|-0.0063334107|-0.096618846|-0.13538319|-0.65641785|-0.6095818|0.38850358|0.37064674|0.5547822|0.37295064|-1.1527557|-0.073878065|0.940875|0.65827394|0.034401327|0.40004668|-0.04823965|-0.28999904|-0.008844748|-0.53112966|0.8551612|0.06864835|0.6153715|0.8633462|-0.14094381|0.4437794|0.10338415|0.013663292|0.38332862|-0.05595845|0.21661103|-0.09087416|-0.13864467|-0.22570734|-0.42842788
929;-0.31839347|-0.026672125|-0.116827734|-0.45126766|0.0024410784|-0.952498|-0.33851975|-0.41920358|-0.023026153|-0.15882091|0.2647829|0.010684|-0.14884225|0.3291534|-0.21490842|-0.1988628|-0.1500816|0.18028367|-0.8317313|0.5941044|-0.47458905|0.5119616|-0.013309389|-0.3369599|0.52242774|-0.09880251|-0.83813107|-0.033016145|-0.53066826|-0.73428404|0.4531274|-0.20722592|0.4423085|0.24944761|0.34193248|-0.52126986|-0.42187396|0.37713376|0.37992343|0.44325095|0.043133274|-0.018556103|-0.8385148|0.05954811|-0.09291875|0.6743522|0.40652657|0.41825742|1.1362686|0.11245602|0.42328706|-0.4171247|-0.032601804|-0.13882568|0.3996759|0.30360037|-0.01822865|-0.0045921504|-0.51050234|0.28935644|0.4649824|-0.050925687|0.56166345|-0.35795805|-0.5580953|0.7546934|0.22921956|-0.14443633|0.2686984|-0.34573847|-0.7458339|0.7582208|0.65990996|0.0682165|0.6365549|-0.15231588|-0.069573045|0.43565065|0.19175008|0.33452368|0.7554234|0.47698027|0.012034774|0.045753993|-0.0670248|0.4099665|-0.4047752|0.22403868|0.39914048|-0.23777431|0.3492939|-0.19467421|-0.3839713|0.63955414|-0.2952224|0.13802251|0.029104277|-0.0019195452|-0.89374244|0.12378183
930;-0.3740185|0.08713217|0.27352116|0.6346353|-0.42609286|-0.91541654|-0.39628392|-0.1823222|0.04515305|0.16780023|0.46921614|-0.2122107|-0.44303104|0.6691376|0.049174845|0.09510194|-0.4904065|-0.04227995|-0.9849091|0.64491546|-0.104498535|0.23364007|-0.13960049|0.106896535|0.35240412|-0.1697479|-0.01586324|0.41775823|-0.49500525|-0.60482097|0.31023532|0.36638355|0.22912323|0.6449465|-0.38234437|-0.08942494|0.059773922|-0.30307442|-0.079016075|0.3446362|-0.22255829|0.29345644|-0.14289781|-0.669073|0.41451037|0.28109026|-0.5218252|0.15111035|0.8277513|0.64922166|0.5371851|0.0077837706|-0.99171686|-0.16621222|-0.19932655|0.49853462|0.0055360347|0.1288161|-0.36314413|0.33187193|-0.05644405|0.5353145|0.6164051|-0.07548228|-0.36037847|-0.1293095|0.3881993|0.05623342|0.20408258|0.27422792|-0.29538843|0.29437268|0.37456423|0.64615726|0.16925386|-0.29864985|0.18890922|0.30211535|0.19018915|0.5537329|0.49137563|0.20503278|-0.9043607|0.41284192|-0.72049457|0.86481285|-0.04603307|-0.05556786|0.45274457|-0.3565064|0.3648479|0.29930028|-0.58412147|0.27925995|-0.04082431|0.38879636|-0.26542565|0.14721666|-0.20086527|-0.1625064
931;-0.39108112|0.22543871|-0.11751668|0.0040801615|-0.20988953|-0.6349371|-0.65950406|0.34593248|-0.5767983|0.050236255|0.619851|0.37753454|0.013547659|0.29014045|-0.36023226|-0.6473217|0.4513746|-0.2444064|-0.5660899|0.23186785|-0.046576828|0.5410252|-0.46281296|-0.108588405|-0.09103981|-0.05631332|-0.5086272|0.44085255|-0.53679866|0.16361392|0.60352206|0.9074347|-0.18184826|-0.41206992|0.3702582|-0.11842622|-0.1515153|-0.6928655|0.17810209|0.46617514|-0.03343366|-0.13818772|0.33361945|-0.50141037|0.5847771|0.24769692|0.31101215|0.7030387|0.7254852|0.26334247|0.76789296|-0.09994279|-0.12170471|0.14531352|-0.26263812|-0.2986799|-0.042669028|0.15880637|-0.84025896|-0.010279492|0.16932009|0.2392305|0.011306614|-0.06640147|-0.2482048|-0.015274882|0.27626085|-0.39542294|-0.10870746|0.009603515|-0.50934607|0.19912346|0.1052565|0.20955367|0.23432404|-0.6431668|-0.17020838|0.46876276|0.44732314|0.1719853|0.39563215|0.035754472|-0.51659334|0.2792188|-0.22012118|0.7055948|0.24760412|-0.28830025|0.9415612|-0.6247407|0.7323936|-0.22459807|-0.20712091|0.20287964|-0.0055249333|-0.004164219|-0.17563717|-0.5855309|-0.12405506|-0.7435639
932;-0.5067777|0.14054509|-0.11479609|0.4910993|0.13206899|-0.8330114|-0.9663882|0.44764525|0.090283334|0.33922768|0.19378768|0.05212681|-0.63610005|0.5182166|-0.7253866|0.0050774366|0.005544223|-0.11354726|-0.9563342|0.08491588|-0.39909452|0.6824925|-0.23324823|-0.46794683|-0.046212852|0.23683791|0.069874644|-0.35245824|0.11170295|-1.0658256|0.28135026|0.06379476|0.12404389|0.5324558|0.21310803|-0.07024264|-0.37109476|-0.84986466|0.31494382|0.49550608|0.010232165|0.50449735|-0.6170427|0.0037310869|0.27065933|0.2918582|0.027814686|-0.49045312|0.7828214|-0.02741775|0.48137164|-0.24513777|-0.048183024|0.009192437|-0.25488025|0.26511708|-0.23686953|0.5309255|-0.53672826|0.49826893|-0.25687057|-0.008834496|0.49298194|0.057630852|-0.26936123|0.38634098|0.17674619|-0.18959934|-0.101253|0.30046245|-0.44500434|0.31297666|0.2506593|0.2963342|0.14444686|-0.041847646|-0.1359082|0.56491363|0.76974905|0.98366654|0.17657164|0.22726184|-0.10942732|0.17249314|-0.23317578|0.19110104|-0.5168591|0.33829004|0.80218536|-0.46135938|0.49164557|0.3343023|-0.38363227|-0.039703995|-0.18605569|0.358425|0.11466919|0.15031569|-0.37704527|-0.5247834
933;-0.7763787|0.13900702|-0.05065825|0.11918336|-0.34198534|-0.5007807|-0.19619665|0.40796724|0.10265079|-0.012002915|0.6680511|-0.28796008|-0.35554665|0.28015354|0.08781418|-0.474106|0.03370587|0.03783895|-0.49029014|0.41211525|-0.25593755|0.5766118|-0.4604169|0.030046761|-0.048127145|0.51046294|-0.5368608|0.18317112|-0.036291033|-0.64847475|0.6679852|0.30556938|-0.045094237|0.33493397|0.26146355|-0.11641164|-0.20233598|0.2167049|-0.010926649|0.75000864|-0.30610332|0.42869806|-0.61248595|-0.16868089|0.7014272|0.9600502|-0.030134618|0.29879528|0.56815165|0.29685432|0.66261184|-0.4070885|-0.3242435|0.21246062|-0.6117463|0.20787689|-0.29416245|0.54751223|0.038122892|0.20367682|-0.44010836|0.105016835|0.18111816|-0.1057303|-0.6892612|-0.08739665|0.28425118|-0.6608711|0.45197275|-0.17802003|-0.027783424|0.3384072|0.02941683|1.1947142|0.16031763|0.36627322|0.25294763|-0.2317763|1.1426909|0.542115|1.1573597|0.21464165|-0.64658654|-0.06733027|-0.5814528|0.3752626|0.07522227|0.8549857|0.95438445|-0.32920742|0.7805748|0.07425782|-0.07157022|0.24234265|-0.12820144|0.095383584|-0.090288684|0.50085187|-0.3717084|-0.38286126
934;-0.19183308|0.045242727|-0.7301398|0.12168884|0.100551724|-0.6750595|-0.6413591|0.6208171|-0.6098212|0.6888351|0.07322022|-0.023528034|-0.062933|0.2870739|-0.32166117|-0.28908628|0.24328251|0.0981968|-0.1681236|0.5567719|-0.36490992|0.00541988|-1.0435578|0.23029037|0.39254716|-0.16206054|-0.37941843|0.3048741|-0.8224542|-0.6517963|-0.17695412|0.51528597|-0.083436295|0.64414245|0.16680905|-0.036018223|-0.3305028|0.16439745|0.32350692|0.5002509|-0.011371627|-0.04218939|-0.4970826|-0.27521625|0.7208677|0.8412036|-0.055642754|0.47687536|0.5477644|0.021060586|0.8232093|-0.10535073|-0.3447598|0.13254717|-0.2984572|0.32950804|-0.24891484|0.73742634|-0.42432237|-0.4115665|-0.39440042|-0.19163649|0.5388136|-0.124927305|-0.5393307|0.4080521|0.40389365|-0.27550673|0.2436562|-0.096597485|0.0500471|0.091688335|0.58590406|0.62048537|0.54704195|-0.13727075|-0.034790218|0.58405924|0.49106055|0.9954115|0.5595803|1.1422571|0.21029514|0.0052179843|-0.13921241|0.14899412|-0.62445384|0.7388806|0.2481057|-0.66548216|-0.15012416|0.3136258|-0.04453808|0.16089816|-0.1044437|0.4514506|0.036349222|0.50554234|-0.23640835|0.15271407
935;0.08658269|0.7333176|-0.017938863|0.21565673|-0.6586805|-0.42456746|-0.34895992|0.35845375|-0.023939908|0.39810324|-0.10146394|-0.29239088|-1.0693463|0.7652346|0.36828017|0.5028646|-0.5210881|0.50223666|-0.3552286|0.09913063|-0.4658486|0.30080527|-0.8512887|0.1311218|0.30925527|-0.15588725|0.06020561|-0.22816648|0.118983656|-1.188689|0.32521728|0.09067428|0.3124165|-0.069929|0.7134534|0.1453954|-0.22477323|-0.42553595|0.120228544|0.36320758|-0.46962106|0.11445989|-0.4986161|-0.54905975|0.8857081|0.3618901|-0.06807187|0.08585391|0.80348283|-0.063150465|0.5150587|-0.30417895|-0.18439406|-0.114531964|-0.33561522|0.4240434|-0.28050134|0.38601407|-0.09018974|0.02760303|-0.6151137|0.4099368|0.043083936|0.29075003|-0.5406267|0.7729901|-0.28346696|-0.14804415|0.028032497|0.6050638|-0.86343336|0.34954602|0.048266143|0.67336464|1.1587679|-0.3738949|0.67502594|0.7950965|0.32614672|0.411601|0.12767723|0.08822769|-0.397058|-0.29806843|-0.4017873|0.1483108|-0.35789502|0.13583326|0.8399213|-0.23656277|0.4880476|0.2063767|-0.63185453|0.025535047|-0.5201292|0.67601216|-0.11209608|-0.09706776|-0.6064467|-0.14207973
936;-0.6344946|0.16524833|-0.4047609|-0.16520314|-0.13233675|-1.0144267|-0.73797536|-0.16626179|-0.14396086|0.08986771|0.15707216|-0.20117131|-0.096419334|0.060496926|0.011010408|0.2009332|-0.043399267|0.62291944|-0.031133354|0.03465873|-0.7623538|0.557873|-0.18498465|0.072639|-0.57059634|0.42344284|-0.50329065|-0.22716036|0.034758627|-0.5368544|0.14611314|0.5559227|0.7515193|0.9919983|-0.12969367|-0.4239333|-0.16340841|-0.34698042|0.65670633|0.51288086|-0.664449|-0.22461732|-0.17296697|-0.20518373|0.312131|0.29440188|-0.16090396|0.37912965|0.7253864|-0.06214717|-0.033678472|0.06772271|-0.18858469|0.36012506|-0.64108884|0.016646564|-0.06512377|0.9649408|-0.3774312|-0.30613476|-0.81183887|0.6997355|0.4115897|-0.34396493|0.4886569|0.36127537|0.13038574|0.9634731|0.20228086|0.01691977|-0.16893825|1.0544262|0.70685065|0.3348974|0.9952836|-0.86269516|-0.14019524|0.92712027|1.2213198|0.32625967|0.7422253|0.41787517|-0.42238575|-0.41023937|-0.14748742|0.034870446|-0.0472935|0.3665352|0.7870758|-0.017287105|-0.055508196|-0.047843874|-0.4672724|0.4354627|-0.5789386|0.17325875|-0.053407878|0.27688295|-1.039433|-0.80282295
937;-0.39006263|0.11831878|-0.75341487|-0.11757852|-0.36268967|-0.4372908|0.17564306|0.11445402|-0.21809912|0.3830015|0.60364556|-0.47760746|0.54833794|0.2272756|-0.69573355|-0.5557576|0.054791305|-0.68984395|-0.8633292|0.22144888|-0.46538734|-0.21111667|-0.37820232|-0.024230875|1.1634938|0.4617443|-0.9124087|0.53382283|-0.75474775|0.037193716|0.7417058|0.15383747|0.5484574|-0.19021744|-0.25165474|-0.36481953|-0.3549204|0.721332|-0.031019315|0.5902225|0.05733557|0.8238735|-0.226356|-0.62264216|0.04868439|0.5509465|-0.58275306|0.16598548|0.68854415|0.28608468|0.895363|0.22551674|-0.047988355|-0.27636707|-1.0433097|0.09275507|-0.10305516|0.42278817|0.20286125|0.46914512|0.121992126|0.8027226|0.44193494|-0.98192513|-0.59300184|0.46097478|0.40399128|-0.19086057|0.22368121|0.13264953|-0.42016804|0.5335567|-0.51880944|0.79824984|0.39993045|-0.16436014|0.120088324|0.7414081|-0.23858309|0.8166274|0.4745721|0.26442|-0.7207678|0.04750456|-0.79085445|-0.22739485|0.1296946|0.07196286|0.6786319|-0.5653459|0.44194824|0.35379738|-0.45169935|0.36950052|0.10096091|0.10063034|-0.11395393|0.15335204|-0.053532332|-0.5421309
938;-0.6394228|-0.096046865|-0.22392869|0.09115927|-0.5235698|-0.47111988|-0.35330224|0.20195238|0.09690705|0.27472907|0.33267158|-0.061168484|-0.35248172|0.30127305|-0.20414227|-0.17412677|-0.683705|0.36847755|-0.5538795|0.52507883|-0.6024355|0.46721274|-0.51479685|0.047834918|0.23130625|-0.16623928|-0.7340113|-0.2977948|-0.0592497|-0.8633493|0.22731581|0.3982749|0.35888642|0.91712546|0.23753618|0.26132742|0.021262929|-0.029932857|0.13682629|0.49971622|-0.49978822|0.47212982|-0.77717304|-0.08487921|0.76287115|0.6265913|0.83952904|-0.32596514|0.6924929|0.39599028|0.47560972|0.4892749|-0.6446965|-0.33361918|-0.050544143|0.048650116|-0.2920158|0.35275137|-0.14100224|0.66954297|-0.6320044|0.20596327|0.37607038|-0.27756023|-0.4349004|0.23300205|-0.008976087|0.11112432|-0.14283572|0.1648928|-0.09469266|0.43700933|0.49632758|0.49191546|0.80335593|-0.35209087|-0.13706554|0.6059428|0.13720009|0.15856385|0.41145527|0.62382877|0.21697873|-0.0393091|-0.0824348|-0.21620438|-0.43160272|0.33879885|0.1702219|-0.46013626|0.11826676|0.31874216|-0.54295486|-0.11026928|-0.42096323|0.44960153|-0.24001457|0.037356712|-0.5954014|-0.051404312
939;-0.4780774|0.39921474|-0.11633432|0.16350569|-0.4448892|-0.7895045|-0.4516589|-0.007925078|-0.3406656|0.579484|0.502481|0.12403396|-0.28179651|0.25034758|-0.42619854|-0.44975695|-0.04426292|0.09143626|-0.51831895|0.68812656|-0.20428678|0.5369079|-0.5425725|0.14671482|0.0943767|0.17920105|0.0501917|-0.12944083|-0.51586634|-0.51082593|0.16619867|0.26082128|0.21081987|0.25560734|0.03343858|-0.27064782|-0.035498895|-0.07368997|-0.0043150187|0.7371679|-0.30154586|0.29767442|-0.4697579|-0.43981794|0.29551825|0.51252717|0.29941824|-0.17264418|0.72173834|0.03392534|0.56588066|0.23280993|-0.31443244|-0.4561494|-0.24922563|-0.28431752|-0.38035223|0.31661528|-0.15482064|0.08901431|-0.25981233|-0.061061338|0.55390084|-0.21059111|-0.36610073|0.6160114|0.5159941|-0.21453533|-0.073396|-0.19147785|-0.21183242|0.5885731|0.6263846|0.42336053|0.3835388|-0.57685614|0.28494143|1.0151366|0.72356665|0.25733775|0.6050334|0.18410365|-0.3230807|0.21758586|-0.31238467|0.4128188|-0.043398112|0.6969564|0.54393303|-0.23386821|0.35653862|0.21477285|-0.37879568|0.42687243|-0.3418479|0.2984785|-0.19638959|-0.3355044|-0.37346482|-0.11627035
